,Text,Annotator_0,Annotator_11
1111,Strzok proves DOJ deliberately leaked information to the press. ,1,0
1112,"The retarded sjw/feminist/blm/antifa meaning (brainwashed) people, paid for something that doesnt cost 30k ",1,0
1113,I'd love to see either of these asshats run against the Prez. Mr. 90% tax or blue-eyed native American.https://www.libertynation.com/recipe-destruction-sanders-warren-2020/?utm_source=Liberty+Nation%3A+Guns+Quiz&utm_campaign=84b55b6d13-RSS_EMAIL_CAMPAIGN_A&utm_medium=email&utm_term=0_888102814a-84b55b6d13-51473881,1,0
1114,They are serious.  Serious about trying to get chicks by virtue signalling.,1,0
1115,SHOCK WAS ARMED WITH HANDGUN WHEN TAKEN INTO CUSTODY ,1,0
1116,Talk about the pot calling the kettle black! Stephen King is the creepiest looking guy out there. Plus he’s a  social retard.,1,0
1117,Third World? You ever actually  been to Europe? Prostitution is rampant. You sound like you just can't get laid.,1,0
1118,"Then what in the fuck-all is in your job descrip, snowflake? ",1,0
1119,RT @kylenabecker: @ScottAdamsSays They're blowing the white supremacy dogwhistle so hard they've blown their minds right out their earholes,1,0
1120,"But 1984 isn't coming mate, not from the likes of Dianne Abbott anyway. This is a cleverly worded article to make you think she said what is claimed in the headline. I'm no fan of her but why make stuff up when there's so much real material to choose from.",1,0
1121,I don't think she is smart enough to manipulate her base into thinking they need her. She and they are just naturally insane.,1,0
1122,"Oh I got shit for that comment but mainly from males... Oh well, I know who the real men are. You for one my friend 😉",1,0
1123,"If we can get Nazis away from Nazism, especially away from anti-Semitism, that is better. Nazism and anti-Semitism are the problem, not ‘true racism.’ Do not be a typical leftist liberal Antifa-type and paint ‘true racists’ and Nazis with the same brush. It is reverse psychology.",0,1
1124,Fun Fact: only 4% of illegals work in agriculture ,1,0
1125,"BREAKING: Obama, Hillary, Comey & McCabe BACKED INTO A CORNER After FBI Texts Raise RED FLAGS  https://www.youtube.com/watch?v=SdI-N0t64Rk",1,0
1126,"That is why the left is focusing on that. It is an attempt to distract from the more important issues. (Seriously, who cares if they have information to let them target you with more relevant advertisements?) ",1,0
1127,Figures CNN would fight dirty after being caught in their lies. Hope Infowars has a backup plan.,1,0
1128,"If Israel ""controls the media"" then why do the media love to demonize Israel and glorify Palestinian victims? Surely they would side exclusively with Israel if the conspiracy of exclusive Jewish control were true? Perhaps the world is more complex than knuckle dragging Nazis like to make it?",1,0
1129,Trump said fuck you college boys - learn a fucking trade. By  the way I went to a trade school in high school - Aviation mechanic high school.,1,0
1130,"""The new horseface of American Socialism"". FIFY.",1,0
1131,"Of course, if you read / listen to any MSM across the country, the contents of the memo were 'cherry picked,' overblown, etc. MSM is part of the coverup. In very old and long ago days, newspapers were whistleblowers / actual investigator. Now they are the arm of communists -- owned by them, of course.",1,0
1132,"Good don't give them any either. The only thing these libturds @CNN deserve is public shame, ridicule, and oh yeah a spot in the unemployment line.",1,0
1133,Iraqi ‘Failed Asylum Seeker’ Who Molested Girls as Young as 12 Jailed ,1,0
1134,She's a complete nut job.  Dont know how anyone could vote for her.  Her BS claim about being part Native Ametican is just disgusting and a testament to how she approaches life.  #EntitledLibtard,1,0
1135,"Hey hasbeen, I've got an extra long bathrobe belt with your name on it, I'll send it to you so you can Borudain yourself. ",1,0
1136,Yes pray they don't turn there guns on us so the government can take ours. Bless our troops.They are fighting for our freedom....lol.,1,0
1137,"""May looked and sounded like she had a gun pointed at her head during that address. Blink twice if you need help Theresa.﻿""",1,0
1138,"In my personal experience, its typical of Commie-Demorat party. ",1,0
1139,I hope iyou just get a 2 hour pass into hell Burt. I`d hate to think you were with Juan(ker) McStain for all eternity.,1,0
1140,Cause Justice System DOJ FBI State Dept the whole system is rigged! The usual guy will go to jail for 15 years for a minor crime like having 2 grams of weed and the most dangerous criminals always immune protected as long as they are related to politics! Shocking detail from the IG report https://gab.ai/brainsoultions/posts/27752476,1,0
1141,a picture that could cause re-bar to go flaccid...,1,0
1142,And Sessions does Nothing !!,1,0
1143,Don't let the door hit you in the ass.,1,0
1144,I feel sorry for chrissie's kids finding out their mother is a whore under every definition.,1,0
1145,"Well the ""United States"" of America is basically just an extension of Israel so... I vote neither.",1,0
1146,"So some asshole vandals destroyed this Texas war memorial, shattering the stones that had the names of the dead carved upon them.  Bet you it was some #liberal #antifa #sjw #regressive types.  ",1,0
1147,ITS TIME FOR TWITTER FACEBOOK AND GOOGLE TO BE BROKEN UP UNDER ANTI TRUST LAWS  ,1,0
1148,Not a jew just one of the multitude that agree you are all bigoted retards. ,1,0
1149,PEDOPHILES ARE GOING TO BE EXECUTED,1,0
1150,A building evacuation - probably the only gambit the Left hasn't tried for attention-getting.,1,0
1151,"ehhh nah the way you milked your dad isn't gonna work on me. i recommend you do your kegels to tighten up that grand canyon pussy if you want to make me cum. and yes you are to keep your heels on, since everyone knows the bottom of your feet looks like the sidewalk in time square",1,0
1152,FUCKING NAZIs HERE A FEW THEY LOCK UP,1,0
1153,#GlobalWarming aka #ClimateChange amounts to a steaming pile of #Fake Science. ,1,0
1154,"Ok, go and take them to your house and let them live there....prick... ",1,0
1155,Because FarraCON is bought and paid for by the deepstate.   Flashback: Twitter Banned Conservatives Who Would Be Covered by the Farrakhan ‘Termite’ Loophole  https://www.breitbart.com/tech/2018/10/18/flashback-twitter-banned-conservatives-who-would-be-covered-by-the-farrakhan-termite-loophole/,1,0
1156,Hey all you democrats. Better change your ways as you are being led by criminal idiots. But I must add that most Republicans are criminal too. CHANGE IS COMING. THE SECOND AMERICAN REVOLUTION IS HERE . https://www.youtube.com/watch?v=rWFJYGKR8Q0,1,0
1157, When she speaks and her eyes light up that’s a red flag she’s a red flag ,1,0
1158,North Pole Is 43* - This Is What They're Hiding - https://youtu.be/6MaHKPu0vNw,1,0
1159,2A - Gun Rights  ,1,0
1160,"THESE ARETHE GLOBALISTS WE NEED TO STAND UP AGAINST ""THE WALL"" AND BRING JUSTICE. ",1,0
1161,"Welcome aboard Gen'l!  I got banned first time for reposting facial pictures of Erik Clanton to major media sites after his Antifa bandanna fell of.  Said I was ""spamming"" and demanded my government ID. Fuck 'em - I sent the avatar you see now and told 'em I went ""Trans-species"".  Tards have no sense of humor..",1,0
1162,We should troll CNN by demanding a catapult deportation system after the wall is completed.,1,0
1163,"White genocide is real, and it's here in America. Hate crime. ",1,0
1164,It's a con mate. Britain First is just a money making exercise. Don't send them any money. What have Britain First actually achieved?,1,0
1165,Globalism and cultural marxism. Its more about the money imv. Bolshevism is outdated. Russians were ethnic jews not driven by jewry but caught up in the revolution like everyone else. Theres much more to it than just all jews which some make out,1,0
1166,#Congress needs to do what they were elected to do—fix #immigration laws https://youtu.be/GgHG6N1l5co,1,0
1167,"Fuck off, @KenYounos Stop trolling reasonable, intelligent people to try to silence them. Truth knows no idiocy - fuck off.",1,0
1168,I think you're right @Pragmagickal. There are A LOT of people out there (Liberals/Democrats) that believe ANYTHING CNN tells them. ,1,0
1169,The Hammer needs to come down hard and merciless on this evil old harpie! ,1,0
1170,May God bless this gentleman.  We had a conversation in DMs on Sunday evening about his allegations. Seems very credible and was detailed before Twitter decided to shut down my account in the middle of it.  Twitter and hollywood are about to be exposed.,1,0
1171,I hope this turd doesn’t get a seconds moment of peace ,1,0
1172,The enemy is our selves ,1,0
1173,"Look at the elite neo-fem girls who want to play the game,  aren't they cute. The man behind them knows, the look on his face speaks volumes. ",1,0
1174,Mundane Matt is fighting with Razorfist on Twitter. I'm sure that's going to go real well for Matt. https://twitter.com/mundanematt/status/1053823275145383936,1,0
1175,Part 2 of 2. Breitbart is mainstream zionist-shilling pieces of shit. ,1,0
1176,Billy Clinton cheated with Maxine Waters ?!?!?? Ewe.....,1,0
1177,Wondering why that detail of jumpy Suharto Security detail was never prominently discussed during inquiry?  RCMP poor planning Knowledge of Maniacs with guns Almost no warning to clear road  Then they dumped it on all on a few officers who had to deal with it spur of the moment,1,0
1178,"Also, notice how the hasbara agent @KenYounos posts the same post multiple times so he can delete any which receive down votes.",1,0
1179,"Cuck and now a coward. America is the greatest nation in human history.  Talk shit, better back that shit ",1,0
1180,"AL Goldstein  (Remember ""Screw"" MAgazine??)  and others like him screamed ""FIRST AMENDMENT"" to shove this crap down the throats of pre-teens and teens; does anyone think it is linked to the sex abuse we see in our schools today?  Loss of Family??  IT's all part of the plan.",1,0
1181,Fuck duckduckgo for sensoring them.,1,0
1182,Doolittle also had them squirming when he basically said nothing but violence would make any difference.  They were scrambling when big brained nibba blasted them with the truth.,0,1
1183,"Do these stupids make rubbish statements like this to everone in their day to day conversations? Or do they save them up for places like here, where they can run and hide from their own stupidity?",1,0
1184,"HAHAHAHA! Using Bonehill's bullshit as a source shows just how detached from reality Goggins is, why his doxing attempts are always wrong, and why his attempts to become a ""journalist"" are laughable.",1,0
1185,Jewish IsraAID helping immigrants cross every border in the Balkans...,1,0
1186,"Jeeze, you’d think Trump would have lit a bundle of black babies alive the way the Left is shitting itself.  ",1,0
1187,This should be noted. India is deploying motivational speakers to ignite passion into its demoralized army. This must be taken seriously. This is psychological preparation for something huge. Signs of a coming war? Hmmmm,1,0
1188,"I can't speak for everyone, but having been sexually assaulted in my life, I remember who, where and when not to mention what I was wearing at the time. Ford's phony story is just that, phony. She was after Kavanaugh and the Dems. jumped all over it to obstruct justice.",1,0
1189,The one to the left got his babydick sucked by a jewess!,1,0
1190,The restoration and stability of the Syrian government is better to have than a power vacuum of rebels wanting regional warfare and power. Send the migrants and #refugees back to their homes and the Syrians back to their home to rebuild. #Syria 🇸🇾  ,1,0
1191,We all know those in the meme are guilty... Gitmo Air and execution!!!,1,0
1192,Hahaha Suicide by broken glass bottle. How wierd.  ,1,0
1193,Dindu education: ,1,0
1194,God I hate that faggot,1,0
1195,Soros has behaved with expediency to save his own hide at others expense. Now he's upped the ante to support the Kalergi Plan.,1,0
1196,I'm not the one in legal jeopardy who needs to call the police - that'd be you,1,0
1197,"Your own politicians openly call you 'nazis', every Mark of tax you hand over pays for their enabling of the assault on Deutschland (& Europe) by importing more aliens. They openly celebrate the rape & ruin of Deutschland, the same goes in most of Europe. Traitors are safe in their position of power, the tax pays for police protection.",1,0
1198,Should read one of Castro's sons has died.  The other is still in Canada.  Ok - its considered a conspiracy theory but how many of those have come true recently.  A lot.... ,1,0
1199,It's sorta sad thinking how much of ss420 me and the plantation have put into the downward spiral,1,0
1200,"Her story has completely left the screen. After the serial adulterer , Bill Clinton, who cares about this? ",1,0
1201,https://www.usatoday.com/story/news/politics/2018/02/17/indictment-russians-also-tried-help-bernie-sanders-jill-stein-presidential-campaigns/348051002/ Did Bernie and Jill Stein collude with the russians? hmmmm?,1,0
1202,"The Tide pod generation is foaming at the mouth for gun control, as if alcohol/drug prohibition was/is effective. @allidoisowen",1,0
1203,This is what they want?  They will sell themselves into servitude for a loaf of bread soon enough.   It may be the salvation for my generation.  LOL,1,0
1204,Says the guy that whines whenever CNN gets harassed.,1,0
1205,"Just like men are getting used to not having any say in the children they sire's lives, the courts are complicit in this and society turns a blind eye to the destruction of fatherhood and the nuclear family.  In this same way, the way of gross normalization, virtues and voices from the right are being silenced and all we hear are crickets.",1,0
1206,"If I recall correctly, they actually got a cute model for the pathetic ""in the guys rest room"" pun cover shot. So ""tap"" it almost hurts.",1,0
1207,Democratic US House candidate faces accusations of threatening GOP lawmaker in Facebook message https://www.theblaze.com/news/2018/09/26/democratic-us-house-candidate-faces-accusations-of-threatening-gop-lawmaker-in-facebook-message via @theblaze,1,0
1208,"Freund's adjuvant is one that is specifically used to induce auto-immune disease in animal studies. Naturally when you're looking for adverse event reports of modern vaccines you're going to run into a lot of industry disinfo and misrepresented findings, under the cover-your-ass mentality.  But it's out there if you read between the lines.",1,0
1209,Yes now we are going to hear more trash over the next week! These Criminal MSM are going to go into hysterical  overdrive ! They never shut up! I just hope the President releases documents this week! I know I'm way over ready to get on with it!! These people need to go to JAIL!!,1,0
1210,#brexit #eu #bbcnews #cnn #foxnews #rt #aljazeera #trump #maga #worldbank #wef #imf #india #bjp ,1,0
1211,Islam is funded via inner city grocery stores that distribute drugs. ,1,0
1212,"Spencer and the likes of him can go fuck themselves, BUT people like this trigger happy censoring scheming bitch are far more annoying and scary and they are an actual problem.",1,0
1213,Obama uses Facebook surveillance data: Good ,1,0
1214,"""If you come at the king, you'd best not miss."" Yep. That was a fuckup, alright. And #Brennan has been losing his MIND on #Twitter ever since. Womp womp!",1,0
1215,"I could totally feel the creepy dangerous vibe when I was out there. With the wealthy visiting to ski and party, its no wonder all the drugs dealers are moving in. ",1,0
1216,News here says WHITE man... wow  incredible storythis week,1,0
1217,"Cleverer than you and Mummy didn't spend £150k - Some have it, some don't",1,0
1218,Can we wrap each of them in a copy of the constitution before we burn it for their feelings?,1,0
1219,"I have little doubt that Obama started an illegal gun registration database, hid it deep in the bowels of the gubmint, & then when the usurper left the White House took it with him to share with his Che Guevara butt buddies. ",1,0
1220,How about a princess who survives an abortion. Like fairies pull her out of the medical waste tank and bring her back to life. So the whole movie she is a 12-week-old fetus in a pretty dress having adventures. ,1,0
1221,"""Pretend like you care for a minute . . ."" Helluv an invite.",1,0
1222,"GAH!!  What a nasty, horrible bitch!!!",1,0
1223,Race mixing once done...it can't be undone,0,1
1224,"OK  IF you want to go deeper down the Rabbit Hole re- Christopher Story, this will blow your mind.  Notice Lord Sassoon, it was his family in Hong Kong who worked with David Cameron's Great Great Grand Father Ewin Cameron in the opium trade with China....HSBC   it has never changed.  four parts   mind-blowing ",1,0
1225,"""Very Suspicious,"" ""Hard To Believe"": Congressional Investigators Call BS On FBI Losing Strzok-Page Texts | GP ",1,0
1226,"The ""women"" in Playboy don't open their legs because they're actually trannys https://www.youtube.com/watch?v=bTQjxFnOEHk",1,0
1227,A revolution? Nah kiddo you're going to get chewed up by the generation before you who fought around the world and held it together.,1,0
1228,What? You believe we actually went? LOL that’s pretty funny! I love that tweeker homeless shelter lunar lander. I thought everybody by now knows it was faked!,1,0
1229,I kinda like how the top “gabbers” have been knocked out of there most “popular” post spot by the Brazilians on gab. Good job 👍🏻! Keep teaching these self indulgent douche bags a lesson Brazil!,1,0
1230,IF THE BRITISH PEOPLE DO NOT REVOLT AGAINST THE GLOBALIST IN THEIR GOVERNMENT THEN UK WILL BE A MUSLIM COUNTRY IN 10 YEARS,1,0
1231,"Entertainment/hollywood , including Ms Swift, has done more damage/harm to woman and young girls and children over the past 50 years than any other industry. Time to stop buying their music and movie tickets. ",1,0
1232,Very adult response for a bigot. ,1,0
1233,"No one is asking for apologies.   This person didn't question the deaths of 3,000 people. They questioned the official story and you labeled them hateful.  While being the only hateful person...",1,0
1234,"Oh, but TWITter is a fun place today. I feel the shadow of ban coming upon my sunny social media day.",1,0
1235,Not good. A district court clearly should not have this power over a clearly legal act within a Presidents authority.,1,0
1236,We are ALL tired of waiting . . realize something ,1,0
1237,"There are a lot of non profit border patrol groups that work with private land holders along the border to stop invaders. The problem is they can only turn them over to CBP, who in turn just gives them a court date and releases them. The system is so broken.",1,0
1238,That no one is stepping forward to rescue that poor boy and imprison his parents who are doing this to him is a perfect symbol for all that is wrong with the world. ,1,0
1239,🍿 Moviegoers Give “Death Of A Nation” RARE ‘A’ Rating 🍿 ,1,0
1240,"The next time you see any fool with a Coexist or Embrace Diversity bumper sticker, please send them links to stories like these",1,0
1241,"That is incredible, and gives hope that we are indeed the silent majority, and we've had enough liberal bullshit!",1,0
1242,They need to build the fucking wall first!!!,1,0
1243,"Trump's death in liberal memes, Calling all Trump supports morons and imbeciles and openly breaking America's laws have become standard in the world of Democrats. ",1,0
1244,The Left will label anything they dont agree with *Alt-Right* Ninty Percent of The Time. And no surprise the Article Comes From Bloomberg News. which just so happens to be founded by Former Mayor of New York City Michael Bloomberg #Imaginemyshock,1,0
1245,https://www.foxbusiness.com/politics/no-official-intel-used-to-start-fbi-probe-into-trump-campaign-russia-collusion-rep-nunes ,1,0
1246,"Jews Baptize New American Embassy with Palestinian Blood, 58 Dead and 2,700+ Wounded - https://www.unz.com/article/jews-baptize-new-american-embassy-with-palestinian-blood-58-dead-and-2700-wounded/",1,0
1247,Almost $500K so far being laundered on GoFundMe.,1,0
1248,Name the Jew or it will fail,1,0
1249,Hyatt hotels have no problem violating guest rights by going through personal vehicles and lying to customers that it’s Hyatt's right to search illegally. ,1,0
1250,This has to be the funniest shit I've seen in soooo long. Why can't more homophobes be this hilarious and artistically talented? I feel let down by normietrads  https://heterosexualsinspiringpride.weebly.com/pictures.html,1,0
1251,Or... they'll turn on their pimps and handlers....when they get old & ugly....,1,0
1252,"Start getting on to your politicians over stupid laws. They put this shit on the books and the cops job is to enforce it. The loose cigarette ban was as always ""to protect the youth"" but in reality it protects tobacco companies. People smoke less when they are buying singles. I'm sure there is a tax issue there too. ",1,0
1253,DON'T LET THE DOOR HIT YOU IN THE ASS ON THE WAY OUT  https://www.bloomberg.com/news/articles/2018-09-24/rosenstein-said-to-resign-after-reports-he-mulled-taping-trump,1,0
1254,HE HAS FUCKING BOAT LOADS OF IT   All with Hillary. The Swamp AND These Trump people .. PAGE / PAPADOPOLUS / MANAFORT / GATES Vander Steep . ,1,0
1255,Same Thing Happened To me in 2000‍ Robert...... ,1,0
1256,"A drooling Kennedy droned on about #MeToo, among other things. ",1,0
1257,And we don't give two fucks what you pretend to think in attempt to silence us.,1,0
1258,"The Washington Post's staff ""conservative"". Yeah, ""conservative"", right ...",1,0
1259,"Why?  What can an individual do to thwart a collective.  Let's take it to the logical conclusion.  You have a mob, a collective of 500 Marxists with pitchforks.  As an individual you are powerless.  Care to rebut the argument or just ad hominem attack ""oh that's stupid""",1,0
1260,"The same people that started this endless war in the Mid East, with fake news are now trying to start a civil war with more fake news. I fell for that 18 years ago but I am not falling for it anymore.",1,0
1261,YOUR Black Athlete of the Week for w/e 24 Mar 18: ,1,0
1262,The half brain-dead boomer is ass mad,1,0
1263,"Twitter is loaded with kids and Nazis - They're so fucking confused if they should sit or stand when taking a piss, and then they want to be the ""Authority"" on speech? - They can blow me",1,0
1264,"Nonsense. Big Herbal and Big Nothing (Homeopathy) have never worked.  Now they are trying to backfill and claim real medicine is a ""conspiracy"".",1,0
1265,Report: #Google Hid User Data Breach from Public out of Fear Congress Would Take Action http://bit.ly/2OgGwsT #QAnon #GreatAwakening #RedNationRising #DrainTheDeepState #KAG #MAGA #GABFAM,1,0
1266,"A soyboy C U C K explains how he was raped by his wife’s boyfriend, so he’s sending her to go meet with him one last time to “break things off.”",1,0
1267,Check out this clown for starters ,1,0
1268,Idiot John Cusack Tells People To 'Hit The Streets' Against Trump (FULL) - YouTube https://www.youtube.com/watch?v=D2t0EdF9iJE,1,0
1269,"Forget the boycott, turn it into a #BuycottNRA. Also check out Gun Owners of America and JFPO while you're buycotting. ",1,0
1270,Welcome fellow Californians to stoned drivers on the road with you  https://apnews.com/eb33e17fcecd4049ae4c2b7d8fd51513/New-year-brings-broad-pot-legalization-to-California?utm_campaign=SocialFlow&utm_source=Twitter&utm_medium=APWestRegion,1,0
1271,"""Literally"" Nazis everywhere!! Hahaha! Curse you homogeny! Is there no end to your perfidy?!!!",1,0
1272,FU OBAMA BTW DONT BOTHER COMING BACK TO US YOU ARE NO LONGER WELCOME,1,0
1273,It's only that the leader is an incompetently #cluelessRemoaner who is personally trying everything to stalemate! Get rid of her and see the EXIT thrive!,1,0
1274,🤔so free college education is being touted ,1,0
1275,"They could have resolved this by erecting a statue honoring some of Pittsburgh's great Black jazz musicians.  Andrew Hill, Lena Horne, Stanley Turrentine, George Benson, Billy Eckstine, Ray Brown, Sonny Clark, Ahmad Jamal and Art Blakey are just some of the well-known jazz performers with Pittsburgh ties. Pittsburgh's Hill District has been a hotbed for jazz since the 1930s.  But instead of pushing for (well-deserved) recognition of Black Pittsburgh's achievements, they would rather take down an image of America's first major composer.",1,0
1276,Maybe if you spent less time on comics women would be into you. Be the man woman want to be with.,1,0
1277,"Fucking joke she knew what he was up to she maybe never loaded the magazines but she fucking knew he was going to do something but kept her mouth shut just like the rest of them ""Never seen anyfing ma lord"" ""Didn't know why he went out with his guns strapped to his body, ma lord""",1,0
1278,Leslie: He is a PIZZAGATER.. not just gay.,1,0
1279,lol they resisting because if Trump stays in office without impeachment half of them will be hanging by next year. ,1,0
1280,"your are best ignored from now one so Gab away to yourself, I would not waste my time coming at something as pathetic as you....over and out.",1,0
1281,Sounds like a j3wish conspiracy ,1,0
1282,FLORIDA  suspect zombie like and needing proper up https://www.infowars.com/video-florida-school-shooter-appears-before-court/,1,0
1283,"why are you posting those retarded pictures of almost completely rotten corpses? And what's up with this open mouth - insert dick here - theme? Are those dead soy-boys? Did someone told you those silly drawings look cool? Awww... they dont (unless you are <12). BTW, please fuck off to random direction.",1,0
1284,"People Who #Worked With #ChrisMatthews #Accuse Him Of #ObjectifyingWomen, #VerballyAbusing #Staff  http://dailycaller.com/2017/12/31/sources-chris-matthews-runs-an-abusive-work-environment/",1,0
1285,"I don't mean to be rude, but have you considered telling Facebook to go screw itself and then close your account?  I did, some months ago.  I'm still alive and I am breathing regularly.  Facebook is like smoking cigarettes; it is an addiction -- a bad habit.",1,0
1286,If they don't campaign with her then they're against women and brown people. #science,1,0
1287,Amazon Doesn’t Just Want to Dominate the Market—It Wants to Become the Market via @thenation https://www.thenation.com/article/amazon-doesnt-just-want-to-dominate-the-market-it-wants-to-become-the-market/ @realDonaldTrump Break up Amazon it's a Monopoly!,1,0
1288,Maybe now Tommy will realize kissing Jew ass is a fools errand. Tommy reaches millions of people and he won't ever tell his audience who is behind the Muslim invasion.,1,0
1289,"Well, of the readers and commenters on GAB, I'd like to say hello to the FBI agents; part of an agency that overlooked hillary's home email server, her transmission of secret or classified data, etc.; that surely lurk here, awaiting the next bust of right-wing extremists (psst., just between you and me, they're ignoring antifa, BLM, etc., you see, some time ago, they decided left-wing extremism no longer happens), or SPLC minions working as hand maidens to that venerable (or is that venereal) leftist group that serves to distort information about Conservatives and ignore offensive information about liberals. ",1,0
1290,How vulture capitalists ate Toys 'R' Us ,1,0
1291,"Yes, he did say that. I copied everything in quotes from an article. I placed it in quotes to show it wasn't my words. I should have verified it before posting it though. Thanks for clearing that up :) ",1,0
1292,@ii1111 @RealSaavedra @GaetaSusan To me it seem obvious he means hate groups and anti-hate groups are not morally equivalent. He's only wrong in assuming Antifa is anti-hate. They wear masks for a reason. https://kek.gg/u/nTgm,1,0
1293,1. Indoctrinate women to work instead of making babies 2. Freedom of choice sorts women into education 3. Demonize men to sort them out of education 4. Place peak fertility women in close proximity to hormone-addled teenagers 5. ??? 6. Profit at the downfall of western civ (7. Die in gulag),1,0
1294,"OK now we are causing children to again to aid in their and the countries hurt. Go to funkin class you have a lot to learn... O yeah I forgot their teachers were the teens that walked out during the #CivilRightsMovement or were brainwashed by the romanticism of the crm,  Teachers plan student walkouts over gun violence. https://tiny.iavian.net/lyqv",1,0
1295,"Lol. I know of another group that ""accuse others of what they do themselves"". They must come from the same group.",1,0
1296,Chairman Nunes Trolls Adam Schiff After 'Russian Bot' Hysteria Reaches Fever Pitch 'If You Are a Russian Bot Make This Article Go Viral'   http://tapwires.com/2018/02/22/chairman-nunes-trolls-adam-schiff-after-russian-bot-hysteria-reaches-fever-pitch-if-you-are-a-russian-bot-make-this-article-go-viral,1,0
1297,Awwww. That piteous look of disappointment and despair from knowing that raping some white hotties for the Moon God might not ever happen now. Awwww. AWWWWW!,1,0
1298,"Human Trafficking Update: Chrissy Teigen, John Legend, & Connections to Pedogate & Church of Satan https://www.youtube.com/watch?v=tbXhPpfmqis",1,0
1299,CNN COMMENTATOR: All Trump supporters are ‘racist’ ,1,0
1300,FBI Never Investigated Abedin/Clinton Laptop Emails In October 2016… https://theconservativetreehouse.com/2018/04/28/fbi-never-investigated-abedin-clinton-laptop-emails-in-october-2016/,1,0
1301,This British cunt Ian morn to be trusted no matter how it appears ,1,0
1302,I'm told Denver in Colorado has become a shit-hole and a dangerous place to be in since they legalized dope there in 2014. But you won't hear about it from the mainstream media where drug use is rife.,1,0
1303,This is something that has gone on for a very long time. Blood lines and money. It is sick and hard to watch but I can only use my imagination which I really hate to do to see how far they have come in their depravity. With the threat of the Clinton Huma video to be brought into mainstream this is just a little red pill.,1,0
1304,Our Battle Is Spiritual.... The Civil Rights Movement Was a Mistake. https://www.youtube.com/watch?v=1P43_ao0Q58,1,0
1305,my patience completely disappeared for political leftists and their hate of American Free Speech,1,0
1306,A Real 'Minority Report': Non-Whites Comprise 87% of Scotland Yard's Secretive Gangs Matrix Database of Potential Criminals  http://stuffblackpeopledontlike.blogspot.com/2018/05/a-real-minority-report-non-whites.html,0,1
1307,http://www.foxnews.com/entertainment/2018/07/25/jane-fonda-revisits-hanoi-jane-scandal-it-s-just-horrible-for-me-to-think-that.html  ,1,0
1308,Trump. Derangement. Syndrome.  ,1,0
1309,Will only post ONCE... posing the question... WHY AINT SLICK WILLY IN PRISON FOR RAPE? ,1,0
1310,"If she is truly a good Swede, she'll continue to say xenophobes are wrong. There seems to be no amount of migrant rape that will get apologists to admit there is a problem.   https://www.jihadwatch.org/2018/04/swedish-woman-meets-two-muslim-migrants-at-night-to-prove-xenophobes-wrong-is-brutally-raped",0,1
1311,"i have no need for a gun. they don't have them either which is all good. the only ones with guns are the gang members, like bikers etc  who only shoot each other and don't pose a threat to the public",1,0
1312,Comey's memo leak contact had 'special government employee' status at FBI https://fxn.ws/2Hqfxb1 Columbia law professor Comey used to LEAK sensitive memos to the media worked as a “special government employee” (SGE) for Comey’s FBI on an unpaid basis @realDonaldTrump,1,0
1313,Fat Rosie attacks Zuckerburg lol,1,0
1314, He honestly looks possessed by a demon.,1,0
1315,"""Bill Clinton. Here is the truth of it: a human life was altered & destroyed due to your selfishness.""  Rose McGowan, an ardent activist within the #MeToo movement. ",1,0
1316,The sitting president needs to crack some skulls then,1,0
1317,Or more truthful would be a shower disguised as an execution chamber.,1,0
1318,"Sorry, I did not get any ""boom boom"" in Korea.  But I had to help out some GIs that did.  They had two lines at ""Sick Call"".  One for STDs and one for ""everything else"".  And the everything leseline was usually shorter.",1,0
1319,"If you're not being watched by now, you ought to be ashamed of yourselves",1,0
1320,So @DonLegaracci brought the poison social media scripts to Gab?? ,1,0
1321,...the #Joke is on THEM ,1,0
1322,TAKE COVER! Kathy Griffin just blew her last gasket at Senate Judiciary Republicans https://t.co/ssuDSCCNR6,1,0
1323,Isn't it a crime to say that in Europe? Marine Le Pen is looking at prison time for doing the same thing. 🤔,1,0
1324,Told you.. this guy is disgusting.. just mute him. He's not worth your time. Hard to believe people like this exist!,1,0
1325,"to have flattering articles written about him personally and as POTUS, his administration, Radical Agenda, and to MANIPULATE SEARCH RESULTS to conceal his SCANDALS =  OPERATION FAST and FURIOUS, PROJECT CASSANDRA, URANIUM ONE were happening at that time - under the radar - among other Acts of TREASON and ESPIONAGE.",1,0
1326," Good luck!  Just make sure you're funny and don't have to resort to potty humor and woman parts to try to get a laugh.  I'm not the demographic you asked, but wondering if Hughes is Jewish?  Funniest female comedian I've heard: https://www.youtube.com/watch?v=gH-od8Onpmk",1,0
1327,Because Marty Graw is not a decent man..or even a man at all. He is a coward. @tom_jones . He has a history of attacking women on here. Just ask TZilla and Shelby80,1,0
1328,- Start a new account - I know you like having multiple accounts. ,1,0
1329,"I found before & after pictures of the region from the late 1800's. How the HELL can anyone side with Palestine? Which is why USA Dem Jews just blows me away (regardless of start..now they're anti-semites.) Here's a quote: 13th century, Arab biographer Yaqut ibn-‘Abdullah noted Mecca is holy to muslims; Jerusalem is holy only to the Jews.",1,0
1330,"Thomas Mix posts his outrageous hate filled violent inciting screed and I use his tweets an example of leftists hate and lunacy, he then claims he is the victim by saying I’m “stalking” or “harassing” him. Yet he is the one who is posting the death wishes and incitements to violence.  #VeroBeachCrybully",1,0
