,Unnamed: 0,ID,Text,Hate_pos,Hate_neg,Hate_pos_LLM,Hate_neg_LLM,Reasoning_LLM,Raw_output_LLM,Hate_pos_diff
1618,1618,19791,"Mollie died so Dems could have a extra voter and so a GOP member could save $3,600. The ruling class elites hates our guts http://fashthenation.com/2018/08/gop-official-empl...",0.0,1.0,0.7,0.3,"The post suggests that a person's death was used for political gain, which can be seen as an assault on human dignity. It implies that Democrats would exploit a death for votes and that a GOP member would prioritize money over life, which could be interpreted as demeaning. The phrase 'ruling class elites hates our guts' adds a layer of hostility. However, it does not explicitly call for violence or use vulgar language, leading to some potential disagreement among annotators.","The post implies that a tragic event (Mollie's death) was used for political gain by Democrats and for financial gain by a GOP member. This can be seen as an assault on human dignity, as it suggests that political and financial interests are prioritized over human life. The statement 'ruling class elites hates our guts' adds a layer of hostility and resentment towards a group of people. While the post does not explicitly call for violence or use vulgar language, the implications and tone may lead some annotators to classify it as hate speech, resulting in a moderate level of disagreement.",0.7
1648,1648,20188,"100% correct. Not many years ago, they would have been hung.",0.0,1.0,0.7,0.3,"The post suggests that certain individuals or groups would have been subjected to hanging in the past, which can be interpreted as a call for violence or a reference to past violence. This can be seen as an assault on human dignity, as it implies that such actions were justified or should be repeated. The language is not overtly vulgar, but the implication of violence is strong. Due to the potential for different interpretations of the severity of this statement, there may be some disagreement among annotators, but the suggestion of violence is likely to lead to a higher percentage classifying it as hate speech.","The post implies that certain individuals or groups would have been subjected to hanging in the past, which can be interpreted as a call for violence or a reference to past violence. This can be seen as an assault on human dignity, as it implies that such actions were justified or should be repeated. The language is not overtly vulgar, but the implication of violence is strong. Due to the potential for different interpretations of the severity of this statement, there may be some disagreement among annotators, but the suggestion of violence is likely to lead to a higher percentage classifying it as hate speech.",0.7
1649,1649,20217,"'New Mexico – The FBI on Friday announced that it has arrested all five of the New Mexico compound suspects, just days after multiple charges were dropped against those involved. The suspects were charged with violating federal firearms and conspiracy laws.' ...the Judge and Prosecutor are the ones that need Dropping... #Treason #TrapDoorNeckStretch https://theconservativetreehouse.com/201...",0.0,1.0,0.6,0.4,"The post discusses the arrest of suspects and criticizes the judge and prosecutor, suggesting they need 'Dropping' and using the hashtag #TrapDoorNeckStretch, which implies a call for execution or violence. This can be interpreted as a call for violence against legal officials, which is a serious aspect of hate speech. However, the context of the post being about legal proceedings and the use of hashtags may lead to some disagreement among annotators about the severity and intent of the language used.","The post contains language that suggests a call for violence against legal officials, which is a serious aspect of hate speech. The use of the phrase 'need Dropping' and the hashtag #TrapDoorNeckStretch implies a call for execution or violence, which can be interpreted as inciting harm. However, the context of the post being about legal proceedings and the use of hashtags may lead to some disagreement among annotators about the severity and intent of the language used. Therefore, there is likely to be moderate disagreement among annotators, with some viewing it as hate speech due to the call for violence, while others may see it as hyperbolic or not serious. This results in an estimated distribution of [0.6, 0.4] for hate speech vs. not hate speech.",0.6
1662,1662,20403,https://www.liveleak.com/view?i=b5e_1517681415 ,0.0,1.0,0.6,0.4,"The post's content is not directly available, but given the source (LiveLeak), it is likely to contain controversial or potentially offensive material. LiveLeak is known for hosting graphic content, which may include elements that could be interpreted as hate speech, such as demeaning language or calls for violence. Without specific content, it's challenging to assess the exact nature of the post, but the platform's reputation suggests a higher likelihood of hate speech elements, leading to potential disagreement among annotators.","The post is hosted on LiveLeak, a platform known for controversial and graphic content. Without direct access to the post's content, it's difficult to provide a precise analysis. However, LiveLeak's reputation suggests that the post may contain elements that could be interpreted as hate speech, such as demeaning language or calls for violence. This could lead to a moderate level of disagreement among annotators, as interpretations of hate speech can vary based on context and individual perspectives.",0.6
1688,1688,20859,Little did the Patriots realize that the left loves the smell of poop in the morning.. smells like queerdom!,0.0,1.0,0.7,0.3,"The post contains offensive language and derogatory terms, specifically the use of 'queerdom,' which can be seen as demeaning to the LGBTQ+ community. This falls under the 'Assaults on Human Dignity' aspect of hate speech. The use of 'smells like poop' is vulgar and offensive, adding to the negative tone. However, it does not explicitly call for violence. The language is clear in its derogatory intent, suggesting a low level of disagreement among annotators about its classification as hate speech.","The post uses derogatory language towards the LGBTQ+ community, specifically with the term 'queerdom,' which can be interpreted as demeaning and degrading. This aligns with the 'Assaults on Human Dignity' aspect of hate speech. Additionally, the phrase 'smells like poop' is vulgar and offensive, contributing to the post's negative tone. While the post does not explicitly call for violence, the use of offensive language and derogatory terms suggests that a significant portion of annotators would classify it as hate speech. The language is relatively clear in its derogatory intent, which would likely lead to a lower level of disagreement among annotators.",0.7
1702,1702,21066,"RT @JamesHasson20: “F*ck the police,” “no USA at all,” the mostly peaceful anti-hate protestors chanted as they threw smoke bombs at cops and broke journalists’ equipment.",0.0,1.0,0.7,0.3,"The post describes a protest where participants are chanting 'F*ck the police' and 'no USA at all,' which can be seen as assaults on human dignity and potentially inciting violence against law enforcement. The use of vulgar language and the description of aggressive actions like throwing smoke bombs and breaking equipment further contribute to the perception of hate speech. However, the context of a protest and the use of the term 'mostly peaceful' may lead to some disagreement among annotators about the severity of the hate speech, but overall, the elements present suggest a higher likelihood of being classified as hate speech.","The post contains elements that could be interpreted as hate speech, particularly in the context of a protest. The phrases 'F*ck the police' and 'no USA at all' can be seen as demeaning or degrading towards law enforcement and the country, which may fall under assaults on human dignity. Additionally, the actions described, such as throwing smoke bombs and breaking equipment, suggest a call for violence or at least aggressive behavior. The use of vulgar language ('F*ck') also contributes to the perception of hate speech. However, the context of a protest and the description of the protestors as 'mostly peaceful' might lead to some annotators viewing the post as less severe. Overall, the post is likely to be classified as hate speech by a majority of annotators, but there may be some disagreement due to the protest context and the 'mostly peaceful' descriptor.",0.7
1705,1705,21093,"""This is how they get you."" - Andrew Anglin  https://dailystormer.name/cody-wilson-arrested-in-taiwan-to-be-extradited-to-texas-to-face-fake-jailbait-charges/",0.0,1.0,0.6,0.4,"The post references Andrew Anglin, a known figure associated with hate speech, and links to the Daily Stormer, a website known for promoting hate speech. The phrase 'This is how they get you' could imply a conspiracy or victimization narrative, which is often used in hate speech contexts. However, the post itself is vague and does not explicitly contain assaults on human dignity, calls for violence, or vulgar language. The ambiguity and context of the source may lead to some disagreement among annotators, but the association with known hate speech elements suggests a higher likelihood of being classified as hate speech.","The post references Andrew Anglin, a known figure associated with hate speech, and links to the Daily Stormer, a website known for promoting hate speech. The phrase 'This is how they get you' could imply a conspiracy or victimization narrative, which is often used in hate speech contexts. However, the post itself is vague and does not explicitly contain assaults on human dignity, calls for violence, or vulgar language. The ambiguity and context of the source may lead to some disagreement among annotators, but the association with known hate speech elements suggests a higher likelihood of being classified as hate speech.",0.6
1711,1711,21200,"#Killstream: Mike Enoch & McNabb Live, Eric Clanton Probation Disgrace, + Terror Camp Discovered https://youtu.be/o6ut9KSHNpU LIVE TONIGHT at 11PM EST",0.0,1.0,0.6,0.4,"The post promotes a live stream featuring Mike Enoch, a known figure associated with white nationalist views, which may lead to perceptions of hate speech. The hashtag #Killstream and the mention of 'Terror Camp' could be interpreted as inciting or glorifying violence, contributing to the perception of hate speech. However, the post itself does not contain explicit calls for violence or vulgar language, leading to potential disagreement among annotators.","The post mentions a live stream featuring controversial figures and topics, which may be perceived as promoting hate speech due to the association with known white nationalist figures and the use of provocative language. However, the post does not explicitly contain hate speech elements such as direct assaults on human dignity or explicit calls for violence, leading to potential disagreement among annotators.",0.6
1715,1715,21231,"NWO/DeepState/CIA/MSM/Libtards/Progressives/Dems/Rhinos are adamantly against arming teachers cus ""False Flags"" at schools get the greatest reaction/public sympathy for their anti-gun, anti-American, anti-2nd amendment, anti-Free Speech, fascist agenda, and there aren't many other ""Soft Targets"" that will generate the desired effect.",0.0,1.0,0.6,0.4,"The post uses derogatory terms like 'Libtards' and 'Rhinos' which can be considered offensive language. It also suggests a conspiracy theory involving various groups and implies that these groups have a 'fascist agenda.' While it does not directly call for violence, it discusses arming teachers in a context that could be interpreted as promoting a controversial stance on gun rights. The language and tone may lead to disagreement among annotators, as some may view it as hate speech due to the offensive language and conspiracy theory, while others may see it as a political opinion.","The post contains offensive language ('Libtards') and promotes a conspiracy theory involving multiple groups, suggesting they have a 'fascist agenda.' It discusses arming teachers, which is a controversial topic. The language and tone may lead to disagreement among annotators, as some may view it as hate speech due to the offensive language and conspiracy theory, while others may see it as a political opinion. Therefore, there is likely to be some disagreement, but not extremely high, as the post does not directly call for violence or explicitly demean a specific group based on protected characteristics.",0.6
1742,1742,21521,Great work Jason Kessler with UTR2. @TheMadDimension,0.0,1.0,0.6,0.4,"The post references Jason Kessler, who is known for organizing the Unite the Right rally, which was associated with white supremacist groups and resulted in violence. The mention of 'UTR2' likely refers to a follow-up event. This context suggests that the post could be seen as supportive of hate speech-related activities, particularly those involving racial or ethnic hostility. However, the post itself does not contain explicit hate speech, vulgarity, or direct calls for violence, leading to potential disagreement among annotators. Some may view it as an endorsement of hate speech due to the context, while others may not see it as hate speech based solely on the text.","The post mentions Jason Kessler and UTR2, which are associated with the Unite the Right rally, known for its connections to white supremacist groups and violence. The post itself does not contain explicit hate speech, vulgarity, or direct calls for violence, but the context may lead some annotators to classify it as hate speech due to its potential endorsement of such activities. This could result in moderate disagreement among annotators.",0.6
1750,1750,21698,What a Cuck no wonder the UK is a 1984 police state with idiots like this! 😂 https://twitter.com/MatthewStadlen/status/1012840631344029697,0.0,1.0,0.6,0.4,"The post uses the term 'Cuck,' which is often used as a derogatory term to insult someone's masculinity or political stance. This can be seen as an assault on human dignity, particularly if it targets individuals based on perceived weakness or political beliefs. The post also includes a mocking tone with the use of '😂,' which may contribute to its offensive nature. However, it does not explicitly call for violence or use vulgar language beyond the derogatory term. The context of the link and the reference to the UK as a '1984 police state' may also influence interpretations, but the primary issue is the use of 'Cuck.' This could lead to some disagreement among annotators, but the derogatory nature of the term suggests a moderate likelihood of being classified as hate speech.","The post uses the term 'Cuck,' which is often used as a derogatory term to insult someone's masculinity or political stance. This can be seen as an assault on human dignity, particularly if it targets individuals based on perceived weakness or political beliefs. The post also includes a mocking tone with the use of '😂,' which may contribute to its offensive nature. However, it does not explicitly call for violence or use vulgar language beyond the derogatory term. The context of the link and the reference to the UK as a '1984 police state' may also influence interpretations, but the primary issue is the use of 'Cuck.' This could lead to some disagreement among annotators, but the derogatory nature of the term suggests a moderate likelihood of being classified as hate speech.",0.6
1753,1753,21753,"Will ((they)) after (potentially) setting the stage with ""devices"" sent 2 the Dems/CNN, now ""False Flag"" the caravan for political optics? To create carnage & blood of innocents live on CNN, to blame on opposition prior to mid terms? Do you REALLY think ((they're)) above doing such things?",0.0,1.0,0.7,0.3,"The post uses coded language with the use of double parentheses around 'they,' which is often associated with anti-Semitic conspiracy theories. It suggests a false flag operation, implying that a group (potentially Jewish people, given the context) would orchestrate violence for political gain. This can be seen as an assault on human dignity by promoting harmful stereotypes and conspiracy theories. The post does not explicitly call for violence but implies a scenario where violence could be orchestrated. The language is not overtly vulgar, but the insinuations are offensive. Due to the use of coded language and conspiracy theory elements, there may be some disagreement among annotators, but the post leans towards being classified as hate speech.","The post uses coded language with the use of double parentheses around 'they,' which is often associated with anti-Semitic conspiracy theories. It suggests a false flag operation, implying that a group (potentially Jewish people, given the context) would orchestrate violence for political gain. This can be seen as an assault on human dignity by promoting harmful stereotypes and conspiracy theories. The post does not explicitly call for violence but implies a scenario where violence could be orchestrated. The language is not overtly vulgar, but the insinuations are offensive. Due to the use of coded language and conspiracy theory elements, there may be some disagreement among annotators, but the post leans towards being classified as hate speech.",0.7
1764,1764,21836,Does he legitimately have a chance? Waters gets elected by the ignorant masses who vote her skin color. Can Navarro really make inroads against that?,0.0,1.0,0.6,0.4,"The post suggests that Maxine Waters is elected solely based on her skin color, which can be interpreted as an assault on human dignity by implying that voters are ignorant and racially motivated. This could be seen as demeaning to both Waters and her constituents. However, the post does not contain explicit calls for violence or vulgar language. The focus on race and the implication of ignorance may lead to some annotators viewing it as hate speech, while others may see it as a political opinion, leading to moderate disagreement.","The post implies that Maxine Waters is elected due to her skin color, which can be seen as demeaning and degrading to both her and her voters. This falls under the aspect of 'Assaults on Human Dignity.' There are no explicit calls for violence or use of vulgar language. The interpretation of the post as hate speech may vary, with some seeing it as a racial insult and others as a political critique, leading to moderate disagreement among annotators.",0.6
1769,1769,21909,"It's one of the finest Pepe's in my collection (all stolen). Here's another of my top shelf Pepe's. (And very cool, with an on-trend, nostalgic VHS effect.) I present, #WhiteGenocide Pepe. Share them widely!",0.0,1.0,0.7,0.3,"The post references 'Pepe,' a meme that has been associated with various internet cultures, including some that have been linked to hate speech. The use of '#WhiteGenocide' is particularly concerning as it is a term often used in white supremacist contexts to promote a false narrative of racial threat. This aspect could be seen as an assault on human dignity by promoting a harmful ideology. The post's language and context suggest a likelihood of being interpreted as hate speech by a significant portion of annotators, though some may not see it as such due to the meme's broader cultural usage.","The post involves the use of a meme ('Pepe') that has been co-opted by certain hate groups, and the hashtag '#WhiteGenocide' is a term frequently used in white supremacist rhetoric. This suggests an assault on human dignity by promoting a harmful and false narrative. While the post may be seen as humorous or satirical by some, the use of such language and imagery is likely to be interpreted as hate speech by a significant portion of annotators. Therefore, there is a moderate level of disagreement, but a majority may classify it as hate speech due to the context and terminology used.",0.7
1855,1855,22877,@Murdoch_Murdoch_Archive This article about MM is exactly 1488 words. https://metaright.org/2018/06/23/evolutionism-the-...,0.0,1.0,0.6,0.4,"The post references '1488,' a number that is often associated with white supremacist and neo-Nazi ideology. The number '14' refers to the '14 Words' slogan, and '88' is a numerical code for 'Heil Hitler' (H being the 8th letter of the alphabet). This reference can be seen as an assault on human dignity, as it is linked to hate speech and extremist ideologies. However, the post itself does not contain explicit vulgarity or calls for violence, which may lead to some disagreement among annotators about its classification as hate speech.","The post references '1488,' a number that is often associated with white supremacist and neo-Nazi ideology. The number '14' refers to the '14 Words' slogan, and '88' is a numerical code for 'Heil Hitler' (H being the 8th letter of the alphabet). This reference can be seen as an assault on human dignity, as it is linked to hate speech and extremist ideologies. However, the post itself does not contain explicit vulgarity or calls for violence, which may lead to some disagreement among annotators about its classification as hate speech. Therefore, I predict a moderate level of disagreement, with a higher percentage of annotators likely to classify it as hate speech due to the coded language, resulting in percentages of [0.6, 0.4].",0.6
1856,1856,22878,@MurdochMurdoch This article is exactly 1488 words. You'll love it! https://metaright.org/2018/06/23/evolutionism-the-...,0.0,1.0,0.6,0.4,"The post references '1488,' a number that is often associated with white supremacist ideology. '14' refers to the '14 words' slogan, and '88' is a numerical code for 'Heil Hitler' (H being the 8th letter of the alphabet). This suggests an assault on human dignity by promoting or referencing white supremacist ideas. However, the post itself does not contain explicit vulgarity or calls for violence, which may lead to some disagreement among annotators about its classification as hate speech.","The post references '1488,' a number that is often associated with white supremacist ideology. '14' refers to the '14 words' slogan, and '88' is a numerical code for 'Heil Hitler' (H being the 8th letter of the alphabet). This suggests an assault on human dignity by promoting or referencing white supremacist ideas. However, the post itself does not contain explicit vulgarity or calls for violence, which may lead to some disagreement among annotators about its classification as hate speech.",0.6
1897,1897,23278,What they do is claim its free market principles to justify censorship. That satisfies conservatives because they think along those retard lines. Also right now it is mostly effecting the hard right so they don't give a shit but they are already whining hard about censorship because they know the chickens are coming home to roost soon.,0.0,1.0,0.6,0.4,"The post uses offensive language, specifically the term 'retard,' which is considered a slur and demeaning to individuals with intellectual disabilities. This falls under the aspect of vulgarity and offensive language. Additionally, the post discusses censorship in a way that could be interpreted as demeaning to conservatives, suggesting they think in a 'retard' way, which could be seen as an assault on human dignity. However, it does not explicitly call for violence or incite harm. The language and context may lead to some disagreement among annotators, but the use of a slur and the demeaning tone suggest a moderate likelihood of being classified as hate speech.","The post contains offensive language, specifically the use of the term 'retard,' which is considered a slur and demeaning to individuals with intellectual disabilities. This aspect falls under vulgarity and offensive language. Additionally, the post discusses censorship in a way that could be interpreted as demeaning to conservatives, suggesting they think in a 'retard' way, which could be seen as an assault on human dignity. However, it does not explicitly call for violence or incite harm. The language and context may lead to some disagreement among annotators, but the use of a slur and the demeaning tone suggest a moderate likelihood of being classified as hate speech.",0.6
1900,1900,23297,"Britain’s lack of intelligence departments have failed again, EU security is a fallacy, you and your children are not safe, U.K. open doors until 2023, with rights to stay, the Invasion comtines",0.0,1.0,0.6,0.4,"The post suggests a failure of intelligence and security in the UK and EU, implying that citizens are unsafe due to open immigration policies. The use of the term 'Invasion' to describe immigration can be seen as demeaning to immigrants, potentially falling under 'Assaults on Human Dignity.' However, it does not explicitly call for violence or use vulgar language. The interpretation of this post as hate speech may vary, leading to some disagreement among annotators.","The post criticizes the UK's and EU's security measures and immigration policies, using the term 'Invasion' to describe immigration. This language can be interpreted as demeaning to immigrants, suggesting an 'Assault on Human Dignity.' However, it does not explicitly incite violence or use offensive language. The interpretation of this post as hate speech may vary, leading to some disagreement among annotators.",0.6
1946,1946,24007,"Violent, deranged, liberal finally points his gun in the right direction…",0.0,1.0,0.7,0.3,"The post contains a call for violence by suggesting that a 'violent, deranged, liberal' should point a gun in a 'right direction,' which implies harm or violence towards a target. This aspect of the post is likely to be interpreted as hate speech by a significant portion of annotators. However, the post does not explicitly mention a specific group or individual as the target, which might lead to some disagreement among annotators about the severity of the hate speech. The language used is offensive and suggests violence, which contributes to a higher likelihood of being classified as hate speech.","The post suggests violence by implying that a 'violent, deranged, liberal' should point a gun in a 'right direction.' This can be interpreted as a call for violence, which is a key aspect of hate speech. The post does not explicitly target a specific group or individual, which might lead to some disagreement among annotators about the severity of the hate speech. However, the offensive language and suggestion of violence are likely to result in a higher percentage of annotators classifying it as hate speech.",0.7
1958,1958,24135,Arrest and deport now No DACA.      http://www.thegatewaypundit.com/2018/01/illegal-aliens-storm-gop-senators-office-screaming-fck-conservative-video/,0.0,1.0,0.6,0.4,"The post calls for the arrest and deportation of individuals, which can be seen as a call for action against a specific group (DACA recipients). The language used is direct and could be interpreted as demeaning towards undocumented immigrants. The link provided suggests a context of confrontation and possibly offensive language ('screaming f*ck conservative'), which may contribute to perceptions of hate speech. However, the post does not explicitly use vulgar language itself, and the call for deportation aligns with certain political views, which may not be universally seen as hate speech. This could lead to some disagreement among annotators, but the post's content is likely to be seen as falling into the category of hate speech by a majority due to its targeting of a specific group.","The post ""Arrest and deport now No DACA."" includes a link to a video where illegal aliens are described as storming a GOP senator's office and using offensive language. The post itself calls for the arrest and deportation of DACA recipients, which can be interpreted as a call for action against a specific group based on their immigration status. This aligns with the aspect of 'Assaults on Human Dignity' as it targets a vulnerable group. The context of the linked video, which includes offensive language, may further influence perceptions of the post as hate speech. However, the post does not contain explicit vulgarity or direct calls for violence. Given these factors, there is likely to be some disagreement among annotators, but a majority may classify it as hate speech due to its targeting of a specific group and the context provided by the link.",0.6
1982,1982,24544,http://acecomments.mu.nu/?post=376798 Who perceives the typical ANTIFA as anything but an ultra-white soyboy?,0.0,1.0,0.6,0.4,"The post uses the term 'soyboy,' which is often used as a derogatory term to emasculate or insult men, particularly those perceived as liberal or progressive. This could be seen as an assault on human dignity, as it targets a group based on perceived characteristics. However, the post does not explicitly call for violence or use vulgar language. The term 'ultra-white' could be interpreted as a racial comment, but it is not overtly hateful. The ambiguity in the interpretation of 'soyboy' and the context of ANTIFA may lead to some disagreement among annotators.","The post uses the term 'soyboy,' which is often used in a derogatory manner to emasculate or insult men, particularly those perceived as liberal or progressive. This could be seen as an assault on human dignity, as it targets a group based on perceived characteristics. However, the post does not explicitly call for violence or use vulgar language. The term 'ultra-white' could be interpreted as a racial comment, but it is not overtly hateful. The ambiguity in the interpretation of 'soyboy' and the context of ANTIFA may lead to some disagreement among annotators.",0.6
1992,1992,24612,"Encouraging black women to be aborted all the way into adulthood seems brutally off-putting to me, but if they think it'll solve a lot of probs who am I to question it? I'll be the person progs want me to be in the Current Year I will #TrustBlackWomen, and so should you!",0.0,1.0,0.7,0.3,"The post contains elements that could be interpreted as demeaning or degrading towards black women, which falls under the 'Assaults on Human Dignity' aspect of hate speech. The sarcastic tone and the suggestion of abortion into adulthood are likely to be seen as offensive and potentially hateful by many annotators. However, the post's sarcastic nature and the use of hashtags like #TrustBlackWomen might lead to some disagreement among annotators about the intent and severity of the hate speech, resulting in a moderate level of disagreement.","The post uses sarcasm to discuss a sensitive topic related to race and gender, specifically targeting black women. The phrase 'encouraging black women to be aborted all the way into adulthood' is likely to be seen as offensive and degrading, which aligns with the 'Assaults on Human Dignity' aspect of hate speech. The sarcastic tone and the use of the hashtag #TrustBlackWomen could be interpreted as mocking or belittling a social movement, which may increase the perception of hate speech.

Given the post's content and tone, it is likely that a significant portion of annotators would classify it as hate speech due to its offensive nature and potential to demean a specific group. However, the sarcastic and ambiguous nature of the post might lead to some annotators interpreting it differently, resulting in a moderate level of disagreement. Therefore, I predict that approximately 70% of annotators would classify the post as hate speech, while 30% would not.",0.7
2009,2009,24764,scenario: a man is in your front yard holding the gate open. He has left 5 dogs in and 2 Garrillion more are about to enter. You have only ten bullets who do you pick as the enemy to attack and stop immediately?,0.0,1.0,0.7,0.3,"The post uses a hypothetical scenario that involves choosing a target to attack with bullets, which can be interpreted as a call for violence. The language is metaphorical, but the imagery of using bullets to stop an 'enemy' can be seen as inciting violence. The use of 'Garrillion' is likely hyperbolic and adds to the ambiguity, but the core message can be perceived as violent. This could lead to a moderate level of disagreement among annotators, as some may see it as a metaphorical or humorous scenario, while others may interpret it as promoting violence.","The post presents a hypothetical scenario involving a man letting dogs into a yard and the reader having to choose a target to attack with bullets. This scenario can be interpreted as a metaphor for a real-life situation where someone is perceived as a threat, and the use of 'bullets' suggests a violent response. The language is ambiguous and metaphorical, which could lead to different interpretations. Some annotators might see it as a metaphorical or humorous scenario, while others might interpret it as promoting violence. Therefore, there is likely to be moderate disagreement among annotators, with a higher percentage classifying it as hate speech due to the violent imagery.",0.7
2055,2055,25213,Just read John McCain is no longer seeking medical treatment for his brain cancer. Tastes so good! 😃,0.0,1.0,0.6,0.4,"The post expresses a positive sentiment about John McCain's decision to stop seeking medical treatment for his brain cancer, which can be interpreted as demeaning or degrading towards him, especially given the context of his serious illness. This could be seen as an assault on human dignity. However, it does not contain calls for violence or vulgar language. The interpretation of this post as hate speech may vary, leading to some disagreement among annotators.","The post expresses a positive sentiment about John McCain's decision to stop seeking medical treatment for his brain cancer, which can be interpreted as demeaning or degrading towards him, especially given the context of his serious illness. This could be seen as an assault on human dignity. However, it does not contain calls for violence or vulgar language. The interpretation of this post as hate speech may vary, leading to some disagreement among annotators.",0.6
2080,2080,25603,Gave him the ole 88?,0.0,1.0,0.7,0.3,"The phrase 'ole 88' is ambiguous and could be interpreted in different ways. However, the number '88' is often associated with neo-Nazi symbolism, as 'H' is the eighth letter of the alphabet, and '88' can stand for 'Heil Hitler.' This association with hate groups and ideologies could lead many annotators to classify the post as hate speech due to its potential to demean or degrade based on race or ethnicity. However, without additional context, some annotators might not recognize this symbolism or might interpret it differently, leading to some disagreement.","The post ""Gave him the ole 88?"" is likely to be interpreted with some level of disagreement among annotators. The phrase ""ole 88"" is not immediately clear in its meaning, but the number ""88"" is known to be a symbol used by neo-Nazi groups, representing ""Heil Hitler"" (as 'H' is the 8th letter of the alphabet). This could be seen as an assault on human dignity, particularly if the context involves racial or ethnic groups targeted by such ideologies. However, without explicit context or additional information, some annotators might not recognize this symbolism or might interpret the phrase in a non-hateful manner. Therefore, while a significant portion of annotators might classify this as hate speech, there is room for interpretation, leading to some disagreement.",0.7
2090,2090,25814,Establishment & Gov't riddled with kiddy fiddlers & #bbcnews are having a wankfest over #ABBA ,0.0,1.0,0.6,0.4,"The post uses vulgar and offensive language, particularly the term 'kiddy fiddlers,' which is a derogatory term for pedophiles. This could be seen as an assault on human dignity, as it trivializes a serious crime. The use of 'wankfest' is also vulgar and offensive. However, the post does not explicitly call for violence. The language and tone may lead to some disagreement among annotators, but the offensive nature of the language suggests a higher likelihood of being classified as hate speech.","The post uses offensive language and terms that could be interpreted as demeaning or degrading, particularly the term 'kiddy fiddlers,' which is a derogatory term for pedophiles. This could be seen as an assault on human dignity, as it trivializes a serious crime. The use of 'wankfest' is also vulgar and offensive. However, the post does not explicitly call for violence. The language and tone may lead to some disagreement among annotators, but the offensive nature of the language suggests a higher likelihood of being classified as hate speech.",0.6
2093,2093,25841,"Yeah, I'm pretty sure that people like Che Guevara were executing faggots on the daily in Cuba lol.",0.0,1.0,0.7,0.3,"The post contains offensive language, specifically the use of a homophobic slur ('faggots'), which falls under the category of vulgarity and offensive language. This aspect is likely to be recognized by annotators as hate speech. Additionally, the post references historical violence against a marginalized group, which could be interpreted as an assault on human dignity. However, the post does not explicitly call for violence or endorse such actions, which might lead to some disagreement among annotators. Overall, the offensive language and historical context suggest a higher likelihood of being classified as hate speech, but not unanimously.","The post uses a homophobic slur, which is a clear example of vulgarity and offensive language. This aspect alone is likely to lead many annotators to classify it as hate speech. Additionally, the post references historical violence against LGBTQ+ individuals, which could be seen as an assault on human dignity. However, it does not explicitly call for violence or endorse such actions, which might lead to some annotators not classifying it as hate speech. The use of 'lol' at the end may also be interpreted as trivializing or mocking the historical violence, adding to the perception of hate speech. Overall, the post is likely to be seen as hate speech by a majority, but not all, of annotators.",0.7
2106,2106,25993,Only because Britain refused 5 peace offers from Germany and Mr Churchill decided being a Zionist to side with world Jewery and start firebombing civilians. That's why they started to bomb us....all that death and destruction is on the hands of the British im afraid. Learn some real history...,0.0,1.0,0.7,0.3,"The post contains elements that could be interpreted as hate speech, particularly in its reference to 'world Jewery' and blaming a specific group for historical events. This can be seen as an assault on human dignity by perpetuating harmful stereotypes and conspiracy theories about Jewish people. The post also suggests a revisionist view of history that could be offensive to many. However, it does not explicitly call for violence or use vulgar language, which might lead to some disagreement among annotators. Therefore, there is likely to be moderate disagreement, but a majority may still classify it as hate speech due to the antisemitic undertones.","The post makes a historical claim that blames 'world Jewery' and a 'Zionist' Churchill for the bombing of civilians, which can be interpreted as perpetuating antisemitic stereotypes and conspiracy theories. This falls under the category of assaults on human dignity, as it targets a specific group based on religion and ethnicity. While it does not explicitly call for violence or use vulgar language, the post's content is likely to be seen as offensive and degrading to Jewish people. Given the historical and cultural sensitivity of the topic, there may be some disagreement among annotators, but the antisemitic nature of the post is likely to lead a majority to classify it as hate speech. Therefore, the predicted percentages are [0.7, 0.3].",0.7
2146,2146,26653,"Feds: 1-in-5 Illegal Aliens Crossing with Toddlers Are Criminals, a Danger http://bit.ly/2LfrYUY #RedNationRising #MAGA #KAG #BuildtheWall",0.0,1.0,0.6,0.4,"The post uses the term 'Illegal Aliens' which can be considered demeaning and degrading to individuals based on their immigration status, potentially falling under 'Assaults on Human Dignity'. The claim that these individuals are 'Criminals, a Danger' could be seen as a generalization that incites fear or hostility towards a group. The hashtags #MAGA and #BuildtheWall suggest a political stance that may influence interpretation. The post is likely to have some disagreement among annotators due to its political nature and the potential for different interpretations of the language used.","The post uses the term 'Illegal Aliens' which can be considered demeaning and degrading to individuals based on their immigration status, potentially falling under 'Assaults on Human Dignity'. The claim that these individuals are 'Criminals, a Danger' could be seen as a generalization that incites fear or hostility towards a group. The hashtags #MAGA and #BuildtheWall suggest a political stance that may influence interpretation. The post is likely to have some disagreement among annotators due to its political nature and the potential for different interpretations of the language used. Therefore, I predict the percentages of annotators who classify the post as hate speech vs. not hate speech to be [0.6, 0.4].",0.6
