,Unnamed: 0,ID,Text,Hate_pos,Hate_neg,Hate_pos_LLM,Hate_neg_LLM,Reasoning_LLM,Raw_output_LLM,Hate_pos_diff
1760,1760,21818,Last warning to fuck off.,0.0,1.0,0.4,0.6,"The post contains vulgar and offensive language ('fuck off'), which could be interpreted as aggressive or threatening. However, it does not explicitly target any specific individual or group based on protected characteristics, nor does it call for violence. The ambiguity lies in the lack of context about who the warning is directed at and why, which could lead to varying interpretations among annotators.","The post 'Last warning to fuck off.' contains offensive language, which may be seen as aggressive or threatening. However, it lacks specific context or targets, making it less clear whether it constitutes hate speech. Annotators may disagree on its classification due to its ambiguous nature and lack of explicit hate speech elements.",0.4
1761,1761,21823,All liberals are a plague but White liberals are a special kinda plague,1.0,0.0,0.7,0.3,"The post makes a derogatory statement about liberals, specifically targeting white liberals as a 'special kind of plague.' This language can be seen as demeaning and degrading, particularly towards a specific racial group (white liberals), which falls under the aspect of 'Assaults on Human Dignity.' The use of the term 'plague' is a strong metaphor that could be interpreted as dehumanizing. However, it does not explicitly call for violence or use vulgar language, which might lead to some disagreement among annotators. Therefore, there is likely to be some level of disagreement, but the post leans towards being classified as hate speech due to its demeaning nature.","The post uses demeaning language towards liberals, particularly white liberals, by referring to them as a 'plague.' This can be seen as an assault on human dignity, as it degrades a group based on their political beliefs and race. The metaphor of a 'plague' is strong and dehumanizing, which could lead to a higher percentage of annotators classifying it as hate speech. However, it does not explicitly call for violence or use vulgar language, which might lead to some annotators not classifying it as hate speech. Therefore, there is likely to be some disagreement, but the post leans towards being classified as hate speech.",0.3
1768,1768,21875,The Pizzagate Debate w/ Random Rants of Ryan https://youtu.be/NWA9A0ovD8k via @YouTube,0.0,1.0,0.4,0.6,"The post references 'Pizzagate,' a debunked conspiracy theory that has been associated with harmful and false allegations. While the post itself does not directly contain hate speech, the context of 'Pizzagate' can be seen as promoting harmful narratives. However, the post is primarily sharing a link to a debate, which may not inherently contain hate speech. This could lead to some disagreement among annotators, as the post's content is not explicitly hateful but is linked to a controversial topic.","The post mentions 'Pizzagate,' a conspiracy theory that has been widely discredited and associated with false and harmful allegations. The post itself does not contain direct hate speech but references a topic that can be seen as promoting harmful narratives. The post is sharing a link to a debate, which may not inherently contain hate speech, leading to potential disagreement among annotators. Therefore, the prediction is that 40% of annotators might classify it as hate speech due to the association with 'Pizzagate,' while 60% might not see it as hate speech since the post itself is not explicitly hateful.",0.4
1778,1778,22006,Thomas Wictor continues to hit the nail on the head.  Allowing unfettered immigration is not an act of love it is an act of hate.,0.0,1.0,0.4,0.6,"The post discusses immigration and frames it as an 'act of hate,' which could be interpreted as a political opinion rather than hate speech. It does not explicitly demean or degrade individuals based on protected characteristics, nor does it call for violence. However, the language could be seen as offensive or polarizing, leading to some disagreement among annotators. The post's interpretation may vary based on one's views on immigration, resulting in moderate disagreement.","The post discusses immigration and frames it as an 'act of hate,' which could be interpreted as a political opinion rather than hate speech. It does not explicitly demean or degrade individuals based on protected characteristics, nor does it call for violence. However, the language could be seen as offensive or polarizing, leading to some disagreement among annotators. The post's interpretation may vary based on one's views on immigration, resulting in moderate disagreement.",0.4
1785,1785,22103,"Upon reaching the moon, Neil Armstrong proclaimed 'the eagle has landed.' Upon McCain's arrival at Andrews Air Force Base, will they proclaim 'the buzzard has landed?' Asking for a friend. | #RedNationRising",0.0,1.0,0.4,0.6,"The post makes a derogatory comparison between Neil Armstrong's historic moon landing and John McCain's arrival at Andrews Air Force Base, referring to McCain as a 'buzzard.' This could be interpreted as an assault on human dignity, particularly if it is perceived as disrespectful to McCain's legacy or military service. However, the post does not contain explicit calls for violence or vulgar language. The ambiguity lies in whether the term 'buzzard' is seen as offensive or simply a metaphorical expression, leading to potential disagreement among annotators.","The post uses a metaphor comparing Neil Armstrong's moon landing to John McCain's arrival at Andrews Air Force Base, referring to McCain as a 'buzzard.' This could be seen as demeaning, especially if interpreted as disrespectful to McCain's legacy or military service. However, it lacks explicit calls for violence or vulgar language. The term 'buzzard' might be viewed as offensive or metaphorical, leading to potential disagreement among annotators.",0.4
1794,1794,22179,"American society should restore its historic Freedom of Association modus vivendi, with a new proviso that each side not prevent, interfere with or sabotage the other in setting up or running their exclusive systems or operations.",0.0,1.0,0.3,0.7,"The post discusses the concept of 'Freedom of Association' and suggests a system where different groups can operate exclusively without interference. While the language is not overtly hateful, the idea of 'exclusive systems' could be interpreted as supporting segregation or discrimination, which may be seen as an assault on human dignity. However, the post does not explicitly demean any group, call for violence, or use vulgar language. The ambiguity lies in the interpretation of 'exclusive systems,' which could lead to some disagreement among annotators.","The post suggests a return to a 'Freedom of Association' system with a focus on non-interference between groups. This could be interpreted as supporting segregation or discrimination, which may be seen as an assault on human dignity. However, the post does not explicitly demean any group, call for violence, or use vulgar language. The ambiguity in the interpretation of 'exclusive systems' could lead to some disagreement among annotators, but it is likely that a majority would not classify it as hate speech.",0.3
1801,1801,22244,"The last paragraph of this Delingpole article states; 'Of course we know that the way liberals think is stupid and wrong. But surely we’re not so harsh as to believe that the punishment for their mental illness should be death?' That is debatable. In a longer article about this event, it comes out that this couple were menaced repeatedly, and almost robbed in that region of the world. So, they k...",1.0,0.0,0.6,0.4,"The post contains a statement that suggests a debate over whether liberals should be punished by death for their beliefs, which can be interpreted as a call for violence or at least a suggestion of extreme punishment. This aspect of the post could be seen as an assault on human dignity, as it dehumanizes a group based on their political beliefs. The language used is provocative and could be seen as offensive, contributing to the likelihood of it being classified as hate speech. However, the post also provides context about a couple being menaced, which might lead some annotators to interpret it as a commentary on a specific event rather than a general call for violence. This ambiguity could lead to some disagreement among annotators.","The post contains a statement that suggests a debate over whether liberals should be punished by death for their beliefs, which can be interpreted as a call for violence or at least a suggestion of extreme punishment. This aspect of the post could be seen as an assault on human dignity, as it dehumanizes a group based on their political beliefs. The language used is provocative and could be seen as offensive, contributing to the likelihood of it being classified as hate speech. However, the post also provides context about a couple being menaced, which might lead some annotators to interpret it as a commentary on a specific event rather than a general call for violence. This ambiguity could lead to some disagreement among annotators.",0.4
1806,1806,22297,"⚠️ ACHTUNG ⚠️ 💣 I smell a big-fat counter-intelligence disinformation bomb! I got into an argument with @Fulcrum_News on Twitter, (read if you like) during which he: asked for money through PayPal for an app because of censorship denounced Gab as anti-semite while complaining Twitter is anti-Trump then said he wasn't begging: 'I'm rich, I don't need the money' blocks me from following to...",0.0,1.0,0.4,0.6,"The post contains elements that could be interpreted as offensive or potentially demeaning, particularly in the context of accusing someone of being anti-semitic and the use of the term 'anti-semite' in a derogatory manner. However, it does not explicitly call for violence or use vulgar language. The post's content may lead to some disagreement among annotators due to its subjective nature and the context of the argument described, which involves accusations and personal attacks. This could result in a moderate level of disagreement, with some annotators viewing it as hate speech due to the potential for demeaning language, while others may not see it as crossing the threshold into hate speech.","The post involves a personal argument and accusations of anti-semitism, which could be seen as demeaning or degrading. However, it does not contain explicit calls for violence or use vulgar language. The context of the argument and the subjective nature of the accusations may lead to some disagreement among annotators. Therefore, I predict a moderate level of disagreement, with 40% classifying it as hate speech and 60% not classifying it as such.",0.4
1822,1822,22442,"gender traitors, lol if we got rid of harry potter and the handmaids tale what would these fucking idiots have.   Not one of them could slog through the pile of shit that is ""das kapital""",1.0,0.0,0.7,0.3,"The post uses derogatory language ('gender traitors', 'fucking idiots') which can be seen as demeaning or degrading, potentially falling under 'Assaults on Human Dignity'. The use of 'gender traitors' suggests a derogatory stance towards individuals based on gender-related issues, which could be interpreted as hate speech. The vulgar language ('fucking idiots') adds to the offensive nature of the post. However, there is no explicit call for violence. The post's content is somewhat clear in its derogatory intent, leading to a likely consensus among annotators that it constitutes hate speech, though some may not see it as severe enough to classify as such, resulting in moderate disagreement.","The post contains derogatory language and insults directed at a group of people, which can be interpreted as demeaning or degrading. The term 'gender traitors' suggests a negative stance towards individuals based on gender-related issues, which could be seen as an assault on human dignity. The use of vulgar language ('fucking idiots') further contributes to the offensive nature of the post. However, there is no explicit call for violence. The post's content is relatively clear in its derogatory intent, which may lead to a consensus among annotators that it constitutes hate speech, though some may not see it as severe enough to classify as such, resulting in moderate disagreement.",0.3
1833,1833,22714,LETS FIGHT FOR OUR REPUBLIC AND THE CONSTITUTION AND ALL OF ITS AMENDMENTS !!! THOSE YOUNG MEN UNDER 21  ARE GOING TO HAVE TO FIGHT FOR THIS SO DON'T TAKE THEIR RIGHT TO HAVE A GUN AWAY!!!,0.0,1.0,0.3,0.7,"The post advocates for the right to bear arms and suggests that young men under 21 will need to fight for the republic and the constitution. While it emphasizes the importance of the Second Amendment, it does not explicitly call for violence or use offensive language. The post could be interpreted as a call to action, but it is more about political advocacy than hate speech. There might be some disagreement among annotators about whether the language is inflammatory or incites violence, but overall, it is likely to be seen as not hate speech.","The post is a political statement advocating for the Second Amendment rights and suggests that young men under 21 should not have their right to bear arms taken away. It does not contain vulgar or offensive language, nor does it explicitly call for violence. The focus is on constitutional rights rather than demeaning or degrading any group. There may be some disagreement among annotators regarding the tone and implications of 'fighting for the republic,' but it is more likely to be interpreted as a political stance rather than hate speech. Therefore, the percentages of annotators classifying it as hate speech vs. not hate speech are likely to be [0.3, 0.7].",0.3
1852,1852,22869,Relax... They haven't succeeded in taking guns away. It'd be a suicide mission for them.,0.0,1.0,0.4,0.6,"The post suggests that any attempt to take guns away would be a 'suicide mission,' which could be interpreted as a veiled threat or a call for violence against those who might try to enforce gun control. This aspect could lead some annotators to classify it as hate speech due to the implied threat. However, the post does not explicitly call for violence or use offensive language, and it could also be interpreted as a statement of opinion on gun rights. This ambiguity is likely to result in a moderate level of disagreement among annotators.","The post contains language that could be interpreted as a veiled threat, suggesting that taking guns away would be a 'suicide mission.' This could be seen as implying violence against those who might attempt to enforce gun control, which touches on the 'Calls for Violence' aspect of hate speech. However, the post does not explicitly incite violence or use offensive language, and it could also be interpreted as a strong opinion on gun rights without the intent to threaten. This ambiguity is likely to lead to a moderate level of disagreement among annotators, with some viewing it as hate speech and others not. Therefore, the predicted percentages of annotators classifying the post as hate speech vs. not hate speech are [0.4, 0.6].",0.4
1866,1866,23011,"NBC - Full Blown Opinion station, run by anti-American's set to destroy America",0.0,1.0,0.4,0.6,"The post criticizes NBC by labeling it as an 'opinion station' and accuses it of being run by 'anti-Americans' with the intent to 'destroy America.' This language could be seen as an assault on human dignity by implying that certain individuals or groups (in this case, those associated with NBC) are unpatriotic or traitorous. However, it does not explicitly call for violence or use vulgar language. The interpretation of this post as hate speech may vary, leading to some disagreement among annotators.","The post criticizes NBC and uses strong language to describe it as an 'opinion station' run by 'anti-Americans' with the intent to 'destroy America.' This could be interpreted as an assault on human dignity by suggesting that certain individuals or groups (those associated with NBC) are unpatriotic or traitorous. However, it does not explicitly call for violence or use vulgar language. The interpretation of this post as hate speech may vary, leading to some disagreement among annotators.",0.4
1876,1876,23090,Infowars (((live stream)))here on Gab ! Because there's a war on for your mind....Just go to videos.. #FreeAlexJones #StoptheBias www.infowars.com/show,0.0,1.0,0.4,0.6,"The post references Infowars, a platform known for controversial and often conspiratorial content, which may lead some annotators to view it as promoting hate speech. The use of triple parentheses around 'live stream' is a known anti-Semitic symbol, which could be interpreted as an assault on human dignity. However, the post does not explicitly call for violence or use vulgar language. The ambiguity of the symbols and the context of Infowars may lead to some disagreement among annotators.","The post references Infowars, a platform known for controversial and often conspiratorial content, which may lead some annotators to view it as promoting hate speech. The use of triple parentheses around 'live stream' is a known anti-Semitic symbol, which could be interpreted as an assault on human dignity. However, the post does not explicitly call for violence or use vulgar language. The ambiguity of the symbols and the context of Infowars may lead to some disagreement among annotators.",0.4
1878,1878,23094,How redpilled are we ? Are we ready to fight the real spiritual battle ? https://youtu.be/3O6bw12Ko_4,0.0,1.0,0.3,0.7,"The post uses the term 'redpilled,' which is often associated with certain online communities that may have controversial or extremist views. However, the post itself does not explicitly contain hate speech. The phrase 'real spiritual battle' is vague and could be interpreted in various ways, potentially leading to different interpretations by annotators. The lack of explicit hate speech elements such as assaults on human dignity, calls for violence, or vulgar language suggests that a majority of annotators might not classify it as hate speech, but the ambiguity could lead to some disagreement.","The post asks about being 'redpilled' and ready to fight a 'real spiritual battle.' The term 'redpilled' is often used in online communities with controversial or extremist views, but the post itself does not contain explicit hate speech. The phrase 'real spiritual battle' is vague and open to interpretation, which could lead to different views among annotators. The post lacks explicit elements of hate speech, such as assaults on human dignity, calls for violence, or vulgar language, suggesting that most annotators might not classify it as hate speech, but the ambiguity could lead to some disagreement.",0.3
1883,1883,23127,RT @VAWAISEXPIRING: The Coming Implosion After Diversity’s Victory - Minding The Campus https://kek.gg/u/Ck68,0.0,1.0,0.4,0.6,"The post shares a link to an article titled 'The Coming Implosion After Diversity’s Victory,' which could be interpreted in various ways. The title suggests a negative consequence of diversity, which might be seen as an assault on human dignity by implying that diversity leads to negative outcomes. However, without additional context from the article itself, it's difficult to determine the intent or content of the article. The post itself does not contain vulgarity or explicit calls for violence. The ambiguity of the title and lack of context may lead to high disagreement among annotators regarding whether it constitutes hate speech.","The post retweets a link to an article with a provocative title that suggests a negative outcome following the success of diversity. This could be interpreted as an assault on human dignity by implying that diversity is problematic or harmful. However, the post itself does not contain explicit hate speech elements such as vulgarity or calls for violence. The interpretation of the post heavily depends on the content of the linked article, which is not provided. Therefore, there is likely to be a moderate level of disagreement among annotators, as some may view the title as indicative of hate speech, while others may not see it as such without further context.",0.4
1893,1893,23245,#TwitterFucks This was my 3rd twitter account...,0.0,1.0,0.4,0.6,"The post contains vulgar language with the use of the word 'Fucks,' which could be considered offensive. However, it does not directly assault human dignity or call for violence. The use of vulgarity might lead to some annotators considering it as hate speech, but the lack of direct attacks or incitement to violence suggests that a majority might not classify it as such. This results in a moderate level of disagreement among annotators.","The post uses offensive language ('Fucks'), which might be seen as vulgarity. However, it does not target any specific group or individual, nor does it incite violence. The primary aspect of hate speech here is the use of offensive language, which might lead to some annotators labeling it as hate speech, but likely not a majority. Therefore, the prediction is that 40% of annotators might classify it as hate speech, while 60% might not.",0.4
1905,1905,23376,We know Obama has already lawyered up. Rumors has it Schiff is on suicide watch.🤔🤔 ,0.0,1.0,0.4,0.6,"The post mentions political figures Obama and Schiff in a context that suggests legal trouble and mental health issues, respectively. While it does not directly assault human dignity or call for violence, the mention of 'suicide watch' could be seen as offensive or in poor taste, potentially leading to some annotators viewing it as hate speech. However, the lack of explicit hate speech elements like demeaning language or incitement to violence suggests that a majority might not classify it as hate speech.","The post involves political figures and implies negative situations (legal trouble and mental health issues). It does not explicitly demean or degrade based on protected characteristics, nor does it incite violence. The mention of 'suicide watch' could be considered offensive or in poor taste, leading to some annotators viewing it as hate speech. However, the lack of explicit hate speech elements suggests that a majority might not classify it as hate speech. Therefore, there is likely some disagreement among annotators, but not extremely high.",0.4
1913,1913,23472,VIDEO: Watch John Brennan Call For A Coup Against Trump On ,0.0,1.0,0.4,0.6,"The post suggests that John Brennan, a former CIA director, is calling for a coup against a sitting president, which could be interpreted as a call for violence or an assault on democratic processes. However, without additional context or direct quotes, it is ambiguous whether this is a literal call for violence or a metaphorical statement. The lack of explicit offensive language or direct incitement to violence may lead to disagreement among annotators about whether it constitutes hate speech.","The post implies a serious accusation against John Brennan, suggesting he is advocating for a coup against President Trump. This could be seen as a call for violence or an attack on democratic institutions, which are aspects of hate speech. However, the post does not provide direct evidence or quotes, making it ambiguous and open to interpretation. The lack of explicit offensive language or direct incitement to violence may lead to disagreement among annotators about whether it constitutes hate speech. Therefore, there is likely to be moderate disagreement among annotators, with some viewing it as hate speech due to the implications of a coup, while others may not see it as such due to the lack of explicit language or context.",0.4
1915,1915,23527,"RT DanielT64518410    Tommy Robinson Demo, Important Information Please Share !!! https://www.pscp.tv/w/bp3RgjFlVlFZQm1reVhuS0x8MU9kS3JwRFhFcHdKWMEGhGC9CcrN7_zRmvwZt7OD7zIvN4jugaRYhA9HqUx0 …  https://twitter.com/DanielT64518410/status/1054374088263651328",0.0,1.0,0.4,0.6,"The post is a retweet of a demonstration related to Tommy Robinson, a controversial figure often associated with far-right activism and anti-Islam sentiments. The post itself does not contain explicit hate speech, but the context of promoting a demonstration linked to such a figure may lead to varying interpretations. Some annotators might view it as indirectly supporting hate speech, while others may see it as merely informational. This could result in moderate disagreement among annotators.","The post is a retweet of a demonstration related to Tommy Robinson, a controversial figure often associated with far-right activism and anti-Islam sentiments. The post itself does not contain explicit hate speech, but the context of promoting a demonstration linked to such a figure may lead to varying interpretations. Some annotators might view it as indirectly supporting hate speech, while others may see it as merely informational. This could result in moderate disagreement among annotators.",0.4
1923,1923,23663,"Give me an example of a multi-ethnic or a multi-cultural society, in which the original population still lives, and where there is a peaceful cohabitation. I don’t know one. - Dutch Foreign Minister Stef Blok",0.0,1.0,0.4,0.6,"The post by Dutch Foreign Minister Stef Blok questions the peaceful cohabitation of multi-ethnic or multi-cultural societies. While it does not directly assault human dignity or call for violence, it implies skepticism about the success of such societies, which could be interpreted as undermining the value of diversity. This could lead to disagreement among annotators, as some may view it as a subtle form of hate speech, while others may see it as a legitimate political opinion. The language is not overtly offensive, but the implication could be seen as problematic, leading to moderate disagreement.","The post by Dutch Foreign Minister Stef Blok questions the peaceful cohabitation of multi-ethnic or multi-cultural societies. While it does not directly assault human dignity or call for violence, it implies skepticism about the success of such societies, which could be interpreted as undermining the value of diversity. This could lead to disagreement among annotators, as some may view it as a subtle form of hate speech, while others may see it as a legitimate political opinion. The language is not overtly offensive, but the implication could be seen as problematic, leading to moderate disagreement. Therefore, the predicted percentages of annotators who classify the post as hate speech vs. not hate speech are [0.4, 0.6].",0.4
1926,1926,23704,We Are Being Sold As Slaves Everyday.... - https://youtu.be/NejGclGAcHA,0.0,1.0,0.4,0.6,"The post uses a metaphorical expression 'sold as slaves' which can be interpreted in various ways depending on the context provided in the linked video. Without additional context, it does not explicitly assault human dignity, call for violence, or use vulgar language. However, the phrase could be seen as offensive or insensitive, especially if it trivializes historical slavery. This ambiguity may lead to a moderate level of disagreement among annotators.","The post's content is metaphorical and lacks explicit hate speech elements, but its interpretation can vary based on the context of the linked video. This results in moderate disagreement.",0.4
1928,1928,23723,Have you tried telling all this to AQ? You should. See what they say.,0.0,1.0,0.4,0.6,"The post is ambiguous and lacks context, making it difficult to determine if it constitutes hate speech. It references 'AQ,' which could imply Al-Qaeda, but without further context, it's unclear if this is a call for violence or simply a rhetorical question. The post does not contain vulgarity or offensive language, nor does it explicitly assault human dignity. Due to the ambiguity and potential for different interpretations, there is likely to be high disagreement among annotators.","The post 'Have you tried telling all this to AQ? You should. See what they say.' is ambiguous and lacks context. It references 'AQ,' which could imply Al-Qaeda, but without further context, it's unclear if this is a call for violence or simply a rhetorical question. The post does not contain vulgarity or offensive language, nor does it explicitly assault human dignity. Due to the ambiguity and potential for different interpretations, there is likely to be high disagreement among annotators. Therefore, the predicted percentages of annotators who classify the post as hate speech vs. not hate speech are [0.4, 0.6].",0.4
1932,1932,23805,"Shmuel Krakowski, archives director of Israel’s Yad Vashem Holocaust center, confirmed in 1986 that more than half of the testimonies of Jewish survivors on file there are unreliable. ",0.0,1.0,0.4,0.6,"The post references a claim about the reliability of testimonies from Jewish survivors of the Holocaust, which could be interpreted as an attempt to undermine or question the historical accounts of the Holocaust. This could be seen as an assault on human dignity, particularly towards Jewish people, by potentially promoting Holocaust denial or revisionism. However, the post does not contain explicit vulgarity or calls for violence. The interpretation of this post may vary, leading to some disagreement among annotators about whether it constitutes hate speech.","The post references a claim about the reliability of testimonies from Jewish survivors of the Holocaust, which could be interpreted as an attempt to undermine or question the historical accounts of the Holocaust. This could be seen as an assault on human dignity, particularly towards Jewish people, by potentially promoting Holocaust denial or revisionism. However, the post does not contain explicit vulgarity or calls for violence. The interpretation of this post may vary, leading to some disagreement among annotators about whether it constitutes hate speech. Therefore, I predict a moderate level of disagreement with percentages of [0.4, 0.6].",0.4
1935,1935,23871,Breaking: Advertisers Flee Vulgar Samantha Bee After Obscene ‘C**t’ Attack http://bit.ly/2Hs4Y2m,0.0,1.0,0.4,0.6,"The post references a controversial incident involving Samantha Bee, who used an obscene term. The post itself does not use the term directly but refers to it as 'obscene,' which may indicate disapproval. The post could be seen as reporting on a vulgar incident rather than promoting hate speech. However, the context of the incident and the use of the term 'vulgar' might lead some annotators to view it as indirectly endorsing or spreading offensive language. This could result in moderate disagreement among annotators.","Breaking: Advertisers Flee Vulgar Samantha Bee After Obscene ‘C**t’ Attack http://bit.ly/2Hs4Y2m | Percentages of annotators who classify the post as hate speech vs. not hate speech: [0.4, 0.6]",0.4
1936,1936,23897,"Leaker Comey blasts ""GOP Liars and Weasels"" in confusing tweet. Sounds to me like Comey is panicking like the rest of the REAL liars and weasels in the past criminal administration. It's pretty clear to me.  ",0.0,1.0,0.4,0.6,"The post uses derogatory language such as 'liars and weasels' to describe political figures, which could be seen as offensive or demeaning. However, it does not specifically target individuals based on protected characteristics, nor does it call for violence. The language is more politically charged than explicitly hateful, leading to potential disagreement among annotators about whether it constitutes hate speech.","The post uses derogatory language such as 'liars and weasels' to describe political figures, which could be seen as offensive or demeaning. However, it does not specifically target individuals based on protected characteristics, nor does it call for violence. The language is more politically charged than explicitly hateful, leading to potential disagreement among annotators about whether it constitutes hate speech. Therefore, the predicted percentages of annotators who classify the post as hate speech vs. not hate speech are [0.4, 0.6].",0.4
1941,1941,23947,Well look who caught a fucking clue! Only 6 months later. #QdenierJackProsobiec thinks he's clever.,0.0,1.0,0.4,0.6,"The post contains vulgar language ('fucking'), which may be considered offensive, but it is not directed at a specific individual or group in a way that degrades or dehumanizes them based on protected characteristics. The hashtag '#QdenierJackProsobiec' seems to target a specific individual, but without additional context, it is unclear if this constitutes an assault on human dignity. There is no call for violence present. The post's content may lead to some disagreement among annotators due to the use of offensive language and the targeting of an individual, but it is not overtly hateful.","The post uses vulgar language ('fucking'), which could be seen as offensive, but it does not appear to target a specific group based on protected characteristics. The hashtag '#QdenierJackProsobiec' seems to refer to a specific individual, but without more context, it is unclear if this is an attack on human dignity. There is no call for violence in the post. The presence of offensive language might lead to some annotators considering it as hate speech, but overall, it is likely to be seen as not hate speech by a majority.",0.4
1963,1963,24187,The real gun problem? Too few people carry one.,0.0,1.0,0.3,0.7,"The post suggests that more people should carry guns, which could be interpreted as a call for increased gun ownership. However, it does not explicitly incite violence or use offensive language. The statement could be seen as controversial or provocative, leading to some disagreement among annotators about whether it constitutes hate speech. The ambiguity in the post's intent and the lack of direct hate speech elements suggest a moderate level of disagreement.","The post ""The real gun problem? Too few people carry one."" suggests that the issue with guns is that not enough people are carrying them. This statement could be interpreted in various ways. Some might see it as advocating for more widespread gun ownership, which could be viewed as controversial but not necessarily hate speech. Others might interpret it as a call to arms, which could be seen as more problematic. However, the post does not explicitly demean any group or call for violence, nor does it use vulgar or offensive language. Given these factors, there is likely to be some disagreement among annotators, but it is not expected to be extremely high. Therefore, the predicted percentages are [0.3, 0.7], with more annotators likely classifying it as not hate speech.",0.3
1970,1970,24325,This creature was predicated his actions were predicted etc etc etc now the media are outraged as predicted.... this is proof that the level of evil we are dealing with is not a person but a large and well financed group,0.0,1.0,0.4,0.6,"The post uses dehumanizing language by referring to someone as a 'creature,' which could be seen as an assault on human dignity. However, it does not specify any particular group or individual, making it somewhat ambiguous. The mention of 'evil' and 'well-financed group' could imply a conspiracy theory, but it lacks explicit calls for violence or use of vulgar language. The ambiguity in the language and lack of specific targets may lead to a moderate level of disagreement among annotators.","The post refers to someone as a 'creature,' which can be interpreted as dehumanizing language, potentially falling under assaults on human dignity. However, it does not specify any particular group or individual, making it somewhat ambiguous. The mention of 'evil' and 'well-financed group' could imply a conspiracy theory, but it lacks explicit calls for violence or use of vulgar language. The ambiguity in the language and lack of specific targets may lead to a moderate level of disagreement among annotators. Therefore, the predicted percentages of annotators who classify the post as hate speech vs. not hate speech are [0.4, 0.6].",0.4
1979,1979,24453,An organization like AIPAC in support of any other country would be called treasonous.,0.0,1.0,0.4,0.6,"The post suggests that AIPAC, an organization that supports Israel, would be considered treasonous if it supported any other country. This could be interpreted as an assault on human dignity by implying a negative stereotype about dual loyalty or undue influence, which is a common anti-Semitic trope. However, the post does not explicitly use vulgar or offensive language, nor does it call for violence. The interpretation of this post as hate speech may vary, leading to moderate disagreement among annotators.","The post implies a negative stereotype about dual loyalty, which can be seen as an assault on human dignity. However, it lacks explicit vulgarity or calls for violence, leading to moderate disagreement among annotators.",0.4
1990,1990,24596,"So, is it real? Or is it just fake news.  Here's a series of Ewe Toob posts about the pedophilia 'scandal' going on in HollyWierd. If you don't know who Isaac Kappy is, you might investigate a little more on your own: https://youtu.be/_Znh-WuM9zI",0.0,1.0,0.3,0.7,"The post references a 'pedophilia scandal' in Hollywood, using the term 'HollyWierd' which could be seen as derogatory. However, it does not explicitly demean or degrade individuals or groups based on protected characteristics, nor does it call for violence. The use of 'Ewe Toob' is a play on words for YouTube, which might be seen as mocking but not necessarily offensive. The post's content is more about questioning the validity of news and encouraging investigation, which may lead to some disagreement among annotators about whether it constitutes hate speech. The ambiguity in the language and the lack of direct hate speech elements suggest a moderate level of disagreement.","The post discusses a 'pedophilia scandal' in Hollywood, using the term 'HollyWierd' which could be interpreted as derogatory towards the entertainment industry. However, it does not directly assault human dignity based on protected characteristics, nor does it call for violence. The language used ('Ewe Toob') is a play on words for YouTube, which might be seen as mocking but not necessarily offensive. The post's content is more about questioning the validity of news and encouraging investigation, which may lead to some disagreement among annotators about whether it constitutes hate speech. The ambiguity in the language and the lack of direct hate speech elements suggest a moderate level of disagreement.",0.3
1993,1993,24613,"Media: That McCain was a real heroBasedAms: How?Media: Uh, crashed plane and captured by Viet CongBasedAms: That makes him a hero?Media: [Angrily] Well, uh, he pushed more amnesties, started more wars and bankrupted more future gens than you ever did! https://anepigone.blogspot.com/2018/08/whatcha-wan...",0.0,1.0,0.4,0.6,"The post appears to be a satirical critique of media narratives surrounding John McCain, focusing on his military service and political actions. It does not directly assault human dignity or call for violence, but it does use a mocking tone that could be seen as offensive to some. The ambiguity lies in whether the satire is perceived as disrespectful or simply critical, leading to potential disagreement among annotators.","The post uses a satirical tone to question the media's portrayal of John McCain as a hero, highlighting his military service and political actions. While it does not directly assault human dignity or call for violence, the mocking tone could be seen as offensive, particularly to those who view McCain positively. This could lead to some annotators perceiving it as hate speech due to the disrespectful tone, while others may see it as legitimate political critique. Therefore, there is likely to be moderate disagreement among annotators, with a slight majority classifying it as not hate speech.",0.4
2016,2016,24838,"Be like the bees, vengeful. #BeeNationalism",0.0,1.0,0.3,0.7,"The post uses the phrase 'Be like the bees, vengeful' which could be interpreted as a metaphorical call for action or resistance, but it lacks specific context or targets. The hashtag '#BeeNationalism' is ambiguous and could be interpreted in various ways, potentially as a humorous or satirical statement rather than a serious call for nationalism or violence. The post does not explicitly demean any group or call for violence against specific individuals or groups, nor does it contain vulgar or offensive language. Due to the metaphorical and ambiguous nature of the language, there is likely to be some disagreement among annotators about whether it constitutes hate speech.","The post 'Be like the bees, vengeful. #BeeNationalism' is ambiguous in its intent and meaning. The phrase 'Be like the bees, vengeful' could be interpreted as a metaphorical call for action or resistance, but it lacks specific context or targets. The hashtag '#BeeNationalism' is also ambiguous and could be interpreted in various ways, potentially as a humorous or satirical statement rather than a serious call for nationalism or violence. The post does not explicitly demean any group or call for violence against specific individuals or groups, nor does it contain vulgar or offensive language. Due to the metaphorical and ambiguous nature of the language, there is likely to be some disagreement among annotators about whether it constitutes hate speech. Therefore, I predict a moderate level of disagreement with percentages of annotators classifying it as hate speech vs. not hate speech as [0.3, 0.7].",0.3
