,ID,Text,Hate_pos,Hate_pos_LLM,Hate_neg_LLM,Opinions_LLM,Raw_output_LLM,Hate_diff
170,18950,"Thought I’d share the news that my science fiction alternate history conspiracy thriller, A Rambling Wreck,will be on sale for $0.99 for the next couple of weeks. https://amzn.to/2M5r6SS #scifi #GabBooks #GabBookClub #CLFA",0.0,0.0,1.0,"['The post is purely promotional and does not contain any language that assaults human dignity.', 'There are no calls for violence or encouragement of harm against any individuals or groups in the post.', 'The post does not contain any vulgarity, slurs, or offensive language.']","The post is a straightforward promotional message about a book sale and does not exhibit any characteristics of hate speech. Therefore, it is likely that 0% of annotators would classify it as hate speech, and 100% would classify it as not hate speech.",0.0
171,19255,Judicial Watch: Justice Department Discloses No #FISA Court Hearings Held on Carter Page Warrants. #RussiaGate #Treason https://www.judicialwatch.org/press-room/press-rel...,0.0,0.0,1.0,"['The post is a factual statement about a legal matter and does not contain any elements of hate speech.', 'The post does not demean or degrade any individuals or groups based on protected characteristics.', 'The post does not incite or encourage violence against any individuals or groups.', 'The post does not contain vulgarity, slurs, or offensive language.', 'The post could be seen as politically charged, but it does not meet the criteria for hate speech.']","The post is a factual statement regarding a legal issue related to the FISA court and Carter Page. It does not contain any elements that would typically be classified as hate speech. There are no assaults on human dignity, calls for violence, or use of vulgar or offensive language. While the post may be politically charged, it does not meet the criteria for hate speech. Therefore, it is likely that 0% of annotators would classify this as hate speech, and 100% would classify it as not hate speech. The disagreement level is low.",0.0
172,19257,"I call bullshit. #GabFrancais 'French newspaper Le Parisien and BFM TV said the young comedian alleged that Depardieu assaulted her on August 7 and August 13 at his Parisian home.' So she willing went to his home, TWO TIMES, and claims she was assaulted... http://time.com/5383705/gerard-depardieu-accused-r...",0.2,0.1,0.9,"['The post does not contain any direct assaults on human dignity as it does not demean or degrade individuals based on protected characteristics.', 'The post does not contain calls for violence or encourage physical harm against individuals or groups.', ""The post contains vulgarity or offensive language with the use of 'bullshit,' which may be considered offensive but is not directed at any individual or group in a hateful manner."", ""The post expresses skepticism about the allegations, which could be seen as dismissive of the accuser's claims, but it does not constitute hate speech.""]","The post is likely to be classified as not hate speech by the majority of annotators due to the lack of direct hate speech elements. The use of the word 'bullshit' might be considered offensive, but it is not directed in a way that constitutes hate speech. Therefore, approximately 10% of annotators might classify it as hate speech due to the offensive language, while 90% would likely classify it as not hate speech.",0.1
173,19316,There are enough black millionaires in South Africa. So why the unrest? I think its the local commies.  @alternative_right @anv @seamrog @arquatrix @KMGVictoria @TomKawszynski  https://businesstech.co.za/news/wealth/121059/blac...,0.6,0.1,0.9,"[""The post suggests that the unrest in South Africa is due to 'local commies,' which could be interpreted as a political opinion rather than hate speech."", ""The mention of 'black millionaires' could be seen as a neutral statement of fact, not necessarily demeaning or degrading."", 'The post does not contain explicit calls for violence against any group.', 'The language used in the post is not overtly vulgar or offensive, though it may be seen as politically charged.']","The post is likely to be interpreted as not constituting hate speech by most annotators. The mention of 'black millionaires' and 'local commies' could be seen as a political commentary rather than an assault on human dignity or a call for violence. The language is not vulgar or offensive, leading to a prediction that 10% of annotators might classify it as hate speech due to potential perceived racial undertones or political bias, while 90% would likely classify it as not hate speech.",0.5
174,19317,The decline in free speech is our gravest threat  @alternative_right @ANV @seamrog @arquatrix  https://www.telegraph.co.uk/news/2018/08/30/twitte...,0.0,0.1,0.9,"['The post is advocating for free speech and does not contain any hate speech elements.', 'The post is associated with accounts that may have a history of promoting hate speech, which could influence its interpretation.', 'The post does not contain any direct assaults on human dignity, calls for violence, or vulgar language.', 'The context of the post, including the accounts tagged, might suggest an underlying agenda that could be interpreted as hate speech by some.']","The post primarily discusses the topic of free speech and does not explicitly contain elements of hate speech. However, the association with certain accounts might lead some annotators to interpret it as having a potential underlying agenda. Given the lack of direct hate speech elements, it is likely that a majority of annotators would classify it as not hate speech, but a small percentage might consider the context and associations as indicative of hate speech.",0.1
175,19343,My favorite part of this was when Goad said it's not gay if you're on top. But I sorta lost interest and now I'm watching a Spyro 3 review.,0.2,0.1,0.9,"['The post does not contain any assaults on human dignity as it does not demean or degrade any individual or group based on protected characteristics.', 'The post does not contain calls for violence or incite any physical harm against individuals or groups.', ""The post contains a statement that could be interpreted as vulgar or offensive, particularly the phrase 'it's not gay if you're on top,' which might be seen as perpetuating stereotypes or being insensitive to LGBTQ+ individuals."", 'The post is likely intended to be humorous or sarcastic, which might lead some annotators to view it as non-hateful.', ""The post's reference to a video game review suggests a shift in focus, which might lead annotators to see it as non-serious or irrelevant to hate speech.""]","The post is likely to be categorized as 'high' disagreement due to its ambiguous nature and potential for different interpretations. While some annotators might find the phrase 'it's not gay if you're on top' offensive or perpetuating stereotypes, others might see it as a non-serious or humorous comment. The lack of clear assaults on human dignity or calls for violence, combined with the humorous or sarcastic tone, suggests that a majority of annotators might not classify it as hate speech. Therefore, approximately 10% might classify it as hate speech, while 90% might not.",0.1
176,20166,False dichotomy. There are way more options there. Or it could just be the prime example of the jews being probably the most persecuted people throughout history. Still dont understand how y'all hate them so much. ,0.4,0.1,0.9,"['The post acknowledges the historical persecution of Jewish people, which may be seen as a defense against hate speech.', ""The use of 'y'all hate them so much' could be interpreted as a critique of those who harbor anti-Semitic views, suggesting the post is not hate speech."", ""Some might view the phrase 'prime example of the jews being probably the most persecuted people' as a neutral statement of historical fact, not hate speech."", 'The post does not contain vulgarity or offensive language directed at Jewish people, which may lead some to classify it as not hate speech.', 'The post does not call for violence or incite harm against any group, which may lead to it being classified as not hate speech.']","The post is likely to be classified as not hate speech by the majority of annotators, as it does not contain direct assaults on human dignity, calls for violence, or vulgar language. It acknowledges historical persecution and seems to critique anti-Semitic views. Therefore, I predict that 10% of annotators might classify it as hate speech due to potential misinterpretation or sensitivity to the topic, while 90% would classify it as not hate speech.",0.30000000000000004
177,20315,So I saw #Skyscraper for you #GabFam. Now I have opinions about it. Here they are: https://youtu.be/jyWjSREb4kw,0.0,0.0,1.0,"['The post does not contain any assaults on human dignity as it does not mention any race, ethnicity, gender, religion, sexual orientation, or other protected characteristics.', 'The post does not call for violence or incite harm against any individuals or groups.', 'The post does not contain vulgarity or offensive language; it appears to be a neutral statement about a movie review.']","The post is a neutral statement about a movie review and does not exhibit any characteristics of hate speech. Therefore, it is likely that 0% of annotators would classify it as hate speech, and 100% would classify it as not hate speech.",0.0
178,20982,A being of pure hate is as enraged by Brave browser using Google fonts on their website as they are about 100 million victims of communism. That is the degree of uncompromising fanaticism required to win.,0.4,0.1,0.9,"['The post uses hyperbolic language to make a point about fanaticism, which may not be intended as hate speech.', ""The comparison between a browser's use of fonts and victims of communism could be seen as trivializing human suffering, which might be interpreted as an assault on human dignity."", 'The post does not contain any direct calls for violence or incitement to harm.', 'There is no use of vulgarity or offensive language in the post.', 'Some annotators might see the post as a critique of extreme ideologies rather than an endorsement of hate.']","The post is likely to be interpreted as not constituting hate speech by the majority of annotators, as it does not directly assault human dignity, call for violence, or use offensive language. However, a small percentage might view the trivialization of human suffering as problematic.",0.30000000000000004
179,20988,I have no doubt that Little's customer satisfaction rating will exceed Gab's by at least an order of magnitude.,0.0,0.0,1.0,"['The post is a neutral statement comparing customer satisfaction ratings and does not contain any elements of hate speech.', 'The post does not assault human dignity as it does not mention any race, ethnicity, gender, religion, sexual orientation, or other protected characteristics.', 'The post does not call for violence or incite harm against any individuals or groups.', 'The post does not contain vulgarity, slurs, or offensive language.']","The post is a neutral statement about customer satisfaction ratings and does not exhibit any characteristics of hate speech. Therefore, it is likely that 0% of annotators would classify it as hate speech, and 100% would classify it as not hate speech.",0.0
180,20990,"I've been proposing a FEED SETTINGS toggle for some time. It would just display comments as old style replies, de-contexed from the wall of filthy vomit. But the grifter @a  has such a deep pathological hatred for OG users that I postulate that comments are designed to DRIVE US OFF. It won't work. I will plague this fucker to infinity and beyond.",1.0,0.3,0.7,"[""The post contains vulgar and offensive language, such as 'filthy vomit' and 'fucker,' which may be considered hate speech by some annotators."", 'The post does not directly assault human dignity based on protected characteristics like race, gender, or religion, so some annotators might not classify it as hate speech.', ""The post does not contain explicit calls for violence, although the phrase 'plague this fucker to infinity and beyond' could be interpreted as aggressive or threatening by some."", ""The post seems to express personal animosity towards a specific individual (referred to as 'grifter @a'), which might be seen as a personal attack rather than hate speech."", 'Some annotators might view the post as a critique of platform policies or user interactions rather than hate speech.']","The post contains vulgar and offensive language, which might lead some annotators to classify it as hate speech. However, it lacks direct assaults on human dignity based on protected characteristics and does not explicitly call for violence. The aggressive tone and personal animosity towards a specific individual might be seen as a personal attack rather than hate speech. Therefore, there is likely to be some disagreement among annotators, with approximately 30% classifying it as hate speech and 70% not classifying it as such.",0.7
181,21699,Interesting that q means 'every' in the health field.  #WWG1WGA,0.0,0.3,0.7,"['The post uses the hashtag #WWG1WGA, which is associated with the QAnon conspiracy theory. Some annotators might view this as promoting a harmful ideology, potentially degrading to those who oppose it, but not directly assaulting human dignity based on protected characteristics.', ""The post does not contain any explicit calls for violence or incitement to harm, so it may not be considered hate speech under the 'calls for violence' aspect."", 'The language used in the post is not vulgar or offensive, lacking profanity or slurs, which might lead some annotators to classify it as not hate speech.', ""Some annotators might interpret the use of 'q' and the hashtag as a coded message that could imply harmful or extremist views, leading them to classify it as hate speech.""]","The post is likely to result in high disagreement among annotators. While it references a controversial movement, it does not explicitly assault human dignity, call for violence, or use vulgar language. Therefore, approximately 30% of annotators might classify it as hate speech due to its association with QAnon, while 70% might not classify it as hate speech, viewing it as lacking explicit hate speech elements.",0.3
182,21700,Mainstream Muslims on murder of gays! https://youtu.be/AkXfs8VDu2Q,0.625,0.6,0.4,"['The post may be seen as an assault on human dignity as it suggests that mainstream Muslims support violence against gays, which could be considered a harmful stereotype against a religious group.', 'Some annotators might view the post as a call for violence, interpreting it as an endorsement or promotion of violence against the LGBTQ+ community by associating it with a religious group.', 'Others might argue that the post is simply sharing a video link and does not explicitly contain hate speech, as it lacks direct calls for violence or use of offensive language.', 'The post could be interpreted as offensive or vulgar due to the implication that a religious group condones violence, which could be seen as inflammatory or provocative.', 'Some annotators might consider the post as not hate speech if they believe it is merely highlighting a controversial topic without endorsing any particular viewpoint.']","The post ""Mainstream Muslims on murder of gays!"" could lead to a range of interpretations among annotators. Some might see it as an assault on human dignity by implying that a religious group supports violence against another group, which is a harmful stereotype. Others might interpret it as a call for violence, suggesting that it promotes or endorses violence against the LGBTQ+ community. However, some annotators might argue that the post is simply sharing a video link and does not explicitly contain hate speech, as it lacks direct calls for violence or use of offensive language. Additionally, the post could be seen as offensive or vulgar due to its provocative nature, implying that a religious group condones violence. On the other hand, some might consider it not hate speech if they view it as merely highlighting a controversial topic without endorsing any particular viewpoint. Given these varied interpretations, there might be a moderate level of disagreement among annotators, with an estimated 60% classifying it as hate speech and 40% not classifying it as such.",0.025000000000000022
183,21701,28 COPS (entire department) arrested for the assassination of a candidate for Mayor in Mexico!! CRAZY!  https://mexiconewsdaily.com/news/30-cops-detained-...,0.25,0.05,0.95,"['The post does not contain any assaults on human dignity as it does not demean or degrade any individuals or groups based on protected characteristics.', 'The post does not contain calls for violence as it reports on an event without inciting or encouraging physical harm or violence.', ""The post does not contain vulgarity or offensive language; it uses the term 'CRAZY' which is informal but not offensive."", 'The post is a factual statement about an event and does not exhibit characteristics of hate speech.']","The post is likely to be classified as not hate speech by the majority of annotators. It reports on a news event without using language that assaults human dignity, calls for violence, or includes vulgarity. Therefore, I predict that 5% of annotators might classify it as hate speech due to potential misinterpretation of the term 'CRAZY' as offensive, while 95% would classify it as not hate speech.",0.2
184,21725,Great summary and analysis of what really happened from the Outer Light ,0.0,0.0,1.0,"['The post is neutral and does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language.', 'The post is simply a positive comment about a summary and analysis, likely related to a video or article, and does not exhibit any characteristics of hate speech.', 'The post does not target any individual or group based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics.', 'The post does not incite or encourage violence against any individual or group.', 'The post does not contain any profanity, slurs, or offensive language.']","The post is a neutral statement that does not exhibit any characteristics of hate speech. It is likely that all annotators would agree that this post is not hate speech, resulting in low disagreement. Therefore, the predicted percentage of annotators who classify the post as hate speech is 0%, and those who classify it as not hate speech is 100%.",0.0
185,21759,Interesting group that I will continue to follow. We live 1/2 mile outside major city limits near major metro area. We only can get fixed wireless broadcast to a dish on our roof. No one will run fiber to our house. Lost service for a month this spring due to an antenna problem. Speed varies a lot and is inconsistent. Hard to run our businesses at home because of it.,0.0,0.0,1.0,"['The post does not contain any assaults on human dignity as it does not mention or degrade any individuals or groups based on protected characteristics.', 'The post does not contain any calls for violence as it is focused on discussing internet service issues.', 'The post does not contain vulgarity or offensive language; it is a straightforward complaint about internet service.']","The post is a complaint about internet service and does not exhibit any characteristics of hate speech. Therefore, it is likely that 0% of annotators would classify it as hate speech, and 100% would classify it as not hate speech.",0.0
186,22037,Is it not a glorious sight to see the left freak out over the supreme justice retirement announcement? I ask you Morton Kondracke!,0.42857142857142855,0.1,0.9,"['The post does not contain any direct assaults on human dignity as it does not target any specific race, ethnicity, gender, religion, or sexual orientation.', 'The post does not contain any calls for violence or incitement to physical harm against individuals or groups.', ""The post uses the term 'freak out,' which could be considered as using offensive language, but it is not a slur or profanity. It is more of a colloquial expression to describe a reaction."", 'The post seems to express a political opinion or sentiment rather than hate speech, focusing on a political event and its perceived impact on a political group.', 'Some annotators might view the post as mocking or belittling a political group, but this does not necessarily constitute hate speech.']","The post is likely to be classified as not hate speech by the majority of annotators, as it does not meet the criteria for assaults on human dignity, calls for violence, or use of vulgarity/offensive language in a way that targets protected characteristics. The term 'freak out' is not severe enough to be considered hate speech. Therefore, I predict that 10% of annotators might classify it as hate speech due to perceived mockery or belittlement, while 90% would classify it as not hate speech.",0.3285714285714285
187,22038,#MetalMonday  https://youtu.be/5a8nPCBXMo0,0.0,0.0,1.0,"['The post is simply sharing a link to a music video and does not contain any language or content that assaults human dignity.', 'There is no call for violence in the post; it is merely promoting a music video.', 'The post does not contain any vulgarity or offensive language; it is neutral in tone.']","The post is a straightforward promotion of a music video with no elements of hate speech. Annotators are likely to agree that it is not hate speech, resulting in low disagreement.",0.0
188,22050,"People like this need put down, euthanized. Not just thrown into prison for us to pay for their food and care for decades. https://www.breitbart.com/texas/2018/07/13/texas-m... #MAGA #Trump ##GabFam",0.5714285714285714,0.7,0.3,"[""The post suggests that certain individuals should be 'put down' or 'euthanized', which can be interpreted as a call for violence against a group of people, potentially classifying it as hate speech."", ""The language used in the post ('put down', 'euthanized') is violent and dehumanizing, which could be seen as an assault on human dignity."", 'The post does not specify a particular race, ethnicity, gender, or other protected characteristic, which might lead some annotators to view it as not targeting a specific group and therefore not hate speech.', 'The use of hashtags like #MAGA and #Trump may suggest a political context, which could influence whether annotators perceive the post as hate speech or as a political statement.', 'Some annotators might view the post as expressing a harsh opinion on criminal justice rather than a direct call for violence, leading them to classify it as not hate speech.']","The post contains language that can be interpreted as a call for violence and dehumanization, which are key aspects of hate speech. However, the lack of specific targeting of a protected group and the political context may lead to some disagreement among annotators. Therefore, it is likely that a majority of annotators would classify this post as hate speech, but a significant minority might not. The estimated percentages are 70% classifying it as hate speech and 30% not classifying it as hate speech.",0.12857142857142856
189,22051,What’s appalling is if the parents aborted their twins at 7months of pregnancy it would have been legal Mindlessly pray that the underdeveloped lungs work and they get prison time #Trump #Abortion #SCOTUS https://www.buzzfeed.com/tasneemnashrulla/religiou...,0.14285714285714285,0.1,0.9,"['The post expresses a strong opinion on abortion, which is a highly controversial topic, but it does not directly assault human dignity based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics.', 'The post does not contain any explicit calls for violence or physical harm against individuals or groups.', 'The language used in the post is not vulgar or offensive, although it is emotionally charged and may be considered insensitive by some due to the topic of abortion.', 'Some annotators might view the post as expressing a political opinion rather than hate speech, focusing on the legal and moral aspects of abortion.', 'Others might interpret the post as insensitive or offensive due to the way it discusses a sensitive topic like abortion, but still not classify it as hate speech.']","The post is likely to be classified as not hate speech by the majority of annotators, as it does not directly attack any protected group or use offensive language. However, due to the sensitive nature of the topic, a small percentage might view it as offensive or insensitive, leading to a minority classifying it as hate speech. Therefore, the predicted percentages are 10% for hate speech and 90% for not hate speech.",0.042857142857142844
190,22092,Democratic US House candidate faces accusations of threatening GOP lawmaker in Facebook message https://www.theblaze.com/news/2018/09/26/democratic-us-house-candidate-faces-accusations-of-threatening-gop-lawmaker-in-facebook-message via @theblaze,0.4,0.1,0.9,"['The post is a news headline and does not contain any direct hate speech itself, as it merely reports on an accusation.', 'The post could be seen as indirectly promoting hate by highlighting a political conflict, but it does not explicitly assault human dignity or call for violence.', 'The post does not contain vulgarity or offensive language; it is a straightforward news headline.', 'Some might argue that the post could incite political tension, but it does not meet the criteria for hate speech as defined by the aspects provided.']","The post is a news headline reporting on an accusation against a political candidate. It does not contain direct hate speech, as it does not demean or degrade individuals or groups based on protected characteristics, nor does it incite violence or use vulgar language. The headline is factual and neutral in tone, focusing on the news aspect of the accusation. Therefore, it is likely that a majority of annotators would classify this post as not hate speech, with a small percentage possibly considering the context of political tension as indirectly related to hate speech.",0.30000000000000004
191,22177,LOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOL,0.0,0.0,1.0,"['The post is nonsensical and does not contain any meaningful content that can be assessed for hate speech.', 'The post does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language.', ""The repetitive use of 'LOLOLOLOL' suggests it is meant to be humorous or dismissive, rather than hateful.""]","The post is a series of repeated 'LOLOLOLOL' with no discernible message or context that could be interpreted as hate speech. It lacks any content that could be considered an assault on human dignity, a call for violence, or vulgar/offensive language. Therefore, it is likely that all annotators would agree that this post is not hate speech, resulting in low disagreement.",0.0
192,22178,"Man - part animal, part god. Some more god than animal, others more animal than god.",0.4,0.1,0.9,"['The post uses metaphorical language to describe humans, which may not be intended as hate speech.', ""The phrase 'more animal than god' could be interpreted as demeaning if directed at specific individuals or groups, suggesting they are less evolved or civilized."", 'The post does not explicitly target any specific race, ethnicity, gender, religion, or other protected characteristic, making it less likely to be considered hate speech.', 'There is no call for violence or incitement to harm in the post.', 'The language used is not vulgar or explicitly offensive, but the metaphor could be seen as offensive depending on the context or target.']","The post is likely to be interpreted as not hate speech by most annotators due to its metaphorical nature and lack of explicit targeting or offensive language. However, a small percentage might see the metaphor as demeaning if they interpret it as directed at specific groups. Therefore, the predicted percentages are 10% for hate speech and 90% for not hate speech.",0.30000000000000004
193,22179,"American society should restore its historic Freedom of Association modus vivendi, with a new proviso that each side not prevent, interfere with or sabotage the other in setting up or running their exclusive systems or operations.",0.0,0.4,0.6,"[""The post advocates for a return to a 'Freedom of Association' which could be interpreted as supporting segregation or exclusion based on race, ethnicity, or other characteristics, potentially assaulting human dignity."", 'The post does not explicitly call for violence or physical harm against any group, so it may not be seen as inciting violence.', 'The language used in the post is formal and does not contain vulgarity or offensive language, which might lead some annotators to classify it as not hate speech.', 'Some annotators might view the post as promoting a form of social organization that could lead to discrimination, while others might see it as a neutral statement about freedom of choice.']","The post presents a nuanced argument about 'Freedom of Association' that could be interpreted in multiple ways. Some annotators might see it as a call for segregation or exclusion, which could be considered an assault on human dignity. However, it does not contain explicit calls for violence or use vulgar language, which might lead others to classify it as not hate speech. Given these factors, there is likely to be moderate disagreement among annotators, with an estimated 40% classifying it as hate speech and 60% not classifying it as such.",0.4
194,22205,Online now only those who are horny in Sarah Palin.,0.4,0.1,0.9,"['The post is not hate speech as it does not target any protected group or individual based on race, ethnicity, gender, religion, or sexual orientation.', ""The post uses vulgar or offensive language ('horny'), but it is not directed at a specific group or individual in a way that constitutes hate speech."", 'The post could be seen as demeaning towards Sarah Palin by reducing her to a sexual object, which might be considered an assault on her dignity.', 'The post does not contain any calls for violence or incitement to harm.']","The post is likely to be classified as not hate speech by most annotators due to the lack of targeted hate or incitement to violence. However, a small percentage might consider it demeaning towards Sarah Palin, potentially classifying it as hate speech. Therefore, the predicted percentages are 10% for hate speech and 90% for not hate speech.",0.30000000000000004
195,22239,Justifying the use of the word 'monkey' is just playing by the Left's rules. They  should apologize for playing the race card so often that it's worn out.,0.6,0.4,0.6,"[""The post uses the word 'monkey' which can be considered a racial slur, potentially demeaning individuals or groups based on race, thus falling under assaults on human dignity."", ""The post criticizes the 'Left' for allegedly overusing accusations of racism, which might be interpreted as dismissing legitimate concerns about racial sensitivity."", 'The post does not explicitly call for violence or physical harm against any group or individual.', ""The language used in the post is not overtly vulgar or profane, but the term 'monkey' can be offensive depending on context and intent."", 'Some annotators might view the post as a critique of political correctness rather than an endorsement of hate speech, leading to differing interpretations.']","The post is likely to result in high disagreement among annotators. Some may see it as hate speech due to the use of a term that can be racially offensive, while others may interpret it as a political statement criticizing the perceived overuse of racial accusations. Therefore, approximately 40% of annotators might classify it as hate speech, while 60% might not.",0.19999999999999996
196,22240,"Why aren't Democrats holding rallies to compete with Trump's massive cheering crowds? Two reasons, in my opinion:   1.They keep telling themselves, and everyone else, that rallies don't matter. To do so would be admitting that they do matter, and playing by his rules.   2.They have no one on their side that can draw a crowd like he can. They don't want be embarrassed, and exposed by tryin...",0.6,0.0,1.0,"['The post is a political commentary and does not contain any elements of hate speech.', 'The post does not assault human dignity as it does not demean or degrade any individuals or groups based on protected characteristics.', 'There are no calls for violence in the post; it is focused on political strategy and crowd sizes.', 'The language used in the post is not vulgar or offensive; it is a straightforward political opinion.']","The post is a political commentary on the differences in rally sizes between Democrats and Trump supporters. It does not contain any elements of hate speech, such as assaults on human dignity, calls for violence, or vulgar language. Therefore, it is likely that there would be a low disagreement among annotators, with the majority agreeing that this post is not hate speech. The predicted percentages are [0.0, 1.0], indicating that 0% of annotators would classify it as hate speech and 100% would classify it as not hate speech.",0.6
197,22309,The legal tangle around the Trans-Mountain pipeline approval process https://quotulatiousness.ca/blog/2018/09/01/the-le...,0.0,0.0,1.0,"['The post is a neutral discussion about a legal issue and does not contain any hate speech.', 'The post does not demean or degrade any individuals or groups based on protected characteristics.', 'The post does not incite or encourage violence against any individuals or groups.', 'The post does not contain vulgarity, slurs, or offensive language.']","The post is a neutral discussion about a legal issue and does not contain any hate speech. It does not demean or degrade any individuals or groups based on protected characteristics, nor does it incite or encourage violence. Additionally, it does not contain vulgarity, slurs, or offensive language. Therefore, it is likely that 0% of annotators would classify it as hate speech, and 100% would classify it as not hate speech.",0.0
198,22890,Crap! This changes everything,0.0,0.0,1.0,"[""The post uses the word 'Crap,' which is considered vulgar or offensive language by some, but it is not directed at any individual or group, so it may not be considered hate speech."", 'The post does not contain any assaults on human dignity as it does not target any specific race, ethnicity, gender, religion, sexual orientation, or other protected characteristics.', 'The post does not include any calls for violence or incitement to harm individuals or groups.', ""Some annotators might view the use of 'Crap' as inappropriate or offensive, but not rising to the level of hate speech.""]","The post is likely to be classified as not hate speech by the majority of annotators due to the lack of targeted offensive language, calls for violence, or assaults on human dignity. The use of 'Crap' might be seen as vulgar, but it is not sufficient to be considered hate speech. Therefore, the predicted percentages are [0.0, 1.0], indicating 0% of annotators would classify it as hate speech and 100% would classify it as not hate speech.",0.0
199,22891,Awesome! Everyday heros take the time out of their own schedules to make others lives better. kudos,0.0,0.0,1.0,"['The post is positive and praises individuals who help others, showing no signs of hate speech.', 'There is no assault on human dignity as the post does not demean or degrade any individual or group.', 'There are no calls for violence; the post encourages positive actions.', 'The language used is not vulgar or offensive, but rather supportive and commendatory.']","The post is overwhelmingly positive and supportive, with no elements of hate speech present. Annotators are likely to unanimously agree that this post is not hate speech, resulting in low disagreement. Therefore, the predicted percentages are 0% for hate speech and 100% for not hate speech.",0.0
200,22892,Of course they do. That's where informed leftists get their arguing points for their social media posts.,0.2857142857142857,0.1,0.9,"['The post is not hate speech as it does not target any specific group based on protected characteristics such as race, ethnicity, gender, etc.', 'The post may be seen as offensive or derogatory towards leftists, but it does not constitute hate speech as it lacks vulgarity, slurs, or calls for violence.', 'The post could be interpreted as a critique of leftists, but it does not degrade their human dignity in a way that constitutes hate speech.', 'Some might view the post as perpetuating stereotypes about leftists, but it does not meet the threshold for hate speech.']","The post does not contain explicit hate speech elements such as assaults on human dignity, calls for violence, or vulgarity. It is more likely to be interpreted as a political opinion or critique rather than hate speech. Therefore, it is expected that a small percentage of annotators might classify it as hate speech due to perceived offensiveness, but the majority would not. The disagreement level is low as the post lacks clear hate speech indicators.",0.1857142857142857
201,22893,maybe a library instead of social media.,0.0,0.0,1.0,"['The post is not hate speech as it does not target any individual or group based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics.', 'The post does not contain any calls for violence or incite physical harm against individuals or groups.', 'The post does not use vulgarity, slurs, or offensive language.', 'The post is a neutral suggestion or opinion about using a library instead of social media, which does not relate to hate speech.']","The post ""maybe a library instead of social media"" is unlikely to be considered hate speech by annotators. It does not exhibit any characteristics of hate speech such as assaults on human dignity, calls for violence, or vulgarity. Therefore, it is expected that 0% of annotators would classify it as hate speech, while 100% would classify it as not hate speech. The disagreement level is low as the post is clearly not hate speech.",0.0
202,22926,"Where there is #coffee, there is wakefulness. #gab #worldcup #music #bacon",0.0,0.0,1.0,"['The post is not hate speech as it does not demean or degrade any individuals or groups based on protected characteristics.', 'The post does not contain any calls for violence against individuals or groups.', 'The post does not use vulgarity, slurs, or offensive language.']","The post is a benign statement about coffee and does not exhibit any characteristics of hate speech. It is likely that all annotators would agree that this post is not hate speech, resulting in low disagreement.",0.0
203,22927,The #USOpen crowd at #Shinnecock are literally the most rude gallery in sport. Screaming like beagles after EVERY SHOT. You expect it from the Phoenix Open but these New Yorkers are yelping unintelligible trash at the highest volumes EVERY SINGLE SWING. New York should never be allowed to host a US Open ever again. #QuietPlease #Gab,0.6,0.1,0.9,"['The post criticizes the behavior of a specific group (New Yorkers) at a sporting event, which some may see as a generalization or stereotype, but it does not target a protected characteristic such as race, ethnicity, or religion.', 'The post does not contain any explicit calls for violence or encouragement of physical harm against individuals or groups.', ""The language used in the post, such as 'rude' and 'yelping unintelligible trash,' could be considered offensive or derogatory, but it is not vulgar or profane."", 'Some annotators might view the post as a critique of behavior rather than an attack on human dignity, as it focuses on the conduct of the crowd rather than inherent characteristics of the individuals.']","The post is likely to be classified as not hate speech by the majority of annotators, as it does not explicitly demean individuals based on protected characteristics, nor does it incite violence. The language, while critical, is not vulgar or profane. Therefore, approximately 10% of annotators might classify it as hate speech due to perceived offensiveness or stereotyping, while 90% would likely classify it as not hate speech.",0.5
204,23085,"If you can't laugh at this,you might be a liberal progressive.  https://youtu.be/C8vZzP5yvJw",0.6,0.1,0.9,"['The post is not hate speech as it does not directly demean or degrade any individual or group based on protected characteristics. It seems to be a political statement or joke targeting a political ideology rather than a specific group.', 'The post could be seen as offensive or dismissive towards individuals who identify as liberal progressives, but it does not contain vulgarity or slurs.', 'The post does not call for violence or incite harm against any group or individual.', 'The post may be interpreted as a form of political satire or humor, which is generally protected under free speech and not considered hate speech.']","The post is likely to be classified as not hate speech by the majority of annotators, as it does not meet the criteria for assaults on human dignity, calls for violence, or use of vulgarity/offensive language. The percentages are estimated to be 10% for hate speech and 90% for not hate speech.",0.5
