,ID,Text,Hate_pos,Seq30,Seq30_LLM,Reasoning_LLM,Raw_output_LLM,Hate_pos_LLM,Hate_pos_diff
141,17870,Flags have been at half-mast all week here because of that bastard McCain. I would be hard to find a more rotten statesman to memorialize. My flag stays flying high! FUCK JOHN MCCAIN http://halfstaff.org/,0.6,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","The post contains offensive language directed at a specific individual, John McCain, using vulgarity ('FUCK JOHN MCCAIN'). It expresses a strong negative sentiment and disrespect towards a deceased public figure, which can be seen as an assault on human dignity. The language is clear and unambiguous in its intent to demean, making it likely that annotators would agree on labeling it as hate speech. Therefore, the disagreement level is low.","The post clearly contains vulgar and offensive language directed at a specific individual, John McCain, who is a public figure. The use of the phrase 'FUCK JOHN MCCAIN' is a direct assault on his dignity, especially considering the context of his recent passing, which is implied by the mention of flags at half-mast. This post does not call for violence but does use language that is degrading and disrespectful. Given the clarity of the offensive language and the context, it is likely that most annotators would agree on labeling this as hate speech, resulting in low disagreement.",1.0,0.4
142,17873,"If you are looking for a White Pill in regards to the good things happening within the Nationalist Community, give this article by @WhiteArtCollective a read!",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It mentions the 'Nationalist Community' and 'WhiteArtCollective,' which could be associated with controversial or extremist groups, but the post itself is neutral and does not express hate speech. The term 'White Pill' is often used in online communities to signify positive news or hope, and does not inherently convey hate speech. Therefore, the post is likely to be interpreted as not hate speech by most annotators, leading to low disagreement.","The post is neutral in tone and does not contain any explicit hate speech elements. It references the 'Nationalist Community' and 'WhiteArtCollective,' which could be associated with controversial or extremist ideologies, but the post itself does not express any demeaning, violent, or offensive language. The term 'White Pill' is often used in online communities to signify positive news or hope, and does not inherently convey hate speech. Therefore, the post is likely to be interpreted as not hate speech by most annotators, leading to low disagreement.",0.0,0.0
143,18034,"The problem is women say silly shit, and the meaning of the words is irrelevant to them. Words are just a medium for manipulating feels and relationships. If you kill a male communist, great, now there's one less communist. If a stupid cunt dies, have you accomplished anything? Mollie should have been grounded by her patriarch.",1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","The post contains multiple elements that are likely to be interpreted as hate speech. It assaults human dignity by using derogatory language towards women, referring to them as 'stupid cunt' and suggesting that their words are meaningless. It also implies a call for violence by suggesting that killing a male communist is a positive action, and questions the value of a woman's life. The vulgar and offensive language used further contributes to the likelihood of it being classified as hate speech. Given the clear presence of these elements, there is likely to be low disagreement among annotators, with most classifying it as hate speech.","The post is highly likely to be classified as hate speech by most annotators due to its clear use of derogatory language towards women, implying violence, and using vulgar language. The post degrades women by suggesting their words are meaningless and uses offensive terms like 'stupid cunt.' It also implies that killing a male communist is beneficial, which can be seen as a call for violence. These elements make it likely that there will be low disagreement among annotators, with most labeling it as hate speech.",1.0,0.0
144,18130,Dutch News reports on Attempted assassin of Geert Wilders Credit Vlad Tepesblog https://youtu.be/2JCqFN_JRh8,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a straightforward report about an attempted assassination of a public figure, Geert Wilders, with a credit to a source. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post is factual and lacks any elements that would typically be classified as hate speech. Therefore, it is likely to have low disagreement among annotators, as it does not exhibit characteristics of hate speech.","The post is a factual report about an attempted assassination of Geert Wilders, a public figure. It credits a source, Vlad Tepesblog, and provides a link to a YouTube video. The content does not contain any assaults on human dignity, calls for violence, or vulgar/offensive language. It is a straightforward news report without any hate speech elements. Therefore, it is likely to have low disagreement among annotators, as it does not exhibit characteristics of hate speech.",0.0,0.0
145,18132,Credit Vlad Tepesblog Interview with club owner where 15 to 20 migrants attacked patrons with weapons 1080p https://youtu.be/ere-6mGE-oE,0.2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","The post describes an incident where a group of migrants allegedly attacked patrons with weapons. This could be interpreted as a call for violence or an incitement to fear, especially given the mention of a specific group (migrants) as the perpetrators. The language used in the post could be seen as demeaning or degrading towards migrants, potentially falling under the category of assaults on human dignity. Given the nature of the content, it is likely to be classified as hate speech by most annotators, leading to low disagreement.","The post describes a violent incident involving migrants, which could be perceived as inciting fear or hostility towards a specific group. The mention of migrants as attackers may be seen as an assault on human dignity, and the context of violence could be interpreted as a call for violence. Due to the clear association of a specific group with negative actions, the post is likely to be classified as hate speech by most annotators, resulting in low disagreement.",1.0,0.8
146,18407,"'...a group of men who worked towards a plot to bomb the Toronto Stock Exchange, shoot up the CBC headquarters and storm Parliament Hill in Ottawa. They wanted to behead then-prime minister Stephen Harper.'  https://torontosun.com/opinion/columnists/malcolm-...  The point where The Cowardly Maggot #CdnMedia #CBC became #Muslim sympathizers??",0.6,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","The post contains multiple elements that are likely to be interpreted as hate speech. It references a violent plot involving bombing and shooting, which can be seen as a call for violence. The use of derogatory terms like 'Cowardly Maggot' and the implication that the media are 'Muslim sympathizers' can be interpreted as an assault on human dignity, particularly targeting Muslims. The language used is offensive and derogatory, contributing to the likelihood of it being classified as hate speech by most annotators. Given the clear presence of these elements, there is likely to be low disagreement among annotators.","The post discusses a violent plot and uses derogatory language towards Muslims and the media. It includes elements of hate speech such as calls for violence and assaults on human dignity. The language is offensive and likely to be classified as hate speech by most annotators, resulting in low disagreement.",1.0,0.4
147,18547,Today is “International Vulture Awareness Day” Who knew ? 🤷🏼‍♂️ There are some left wing carcuses out there....just sayin !,0.6,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post makes a play on words with 'vulture' and 'carcasses' to refer to left-wing individuals or groups. While it uses a metaphor that could be seen as derogatory, it does not explicitly demean or degrade individuals based on protected characteristics, nor does it call for violence or use vulgar language. The metaphor is more of a political jab rather than hate speech. Therefore, it is likely to be interpreted as not hate speech by most annotators, leading to low disagreement.","The post uses a metaphor comparing left-wing individuals to 'carcasses,' which could be interpreted as derogatory. However, it does not explicitly attack any protected characteristic, nor does it incite violence or use offensive language. The metaphor is more of a political jab rather than hate speech. Given this, the post is likely to be interpreted as not hate speech by most annotators, resulting in low disagreement.",0.0,0.6
148,18550,Damn racist Republicans.......,0.6,"[0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","The post 'Damn racist Republicans.......' is likely to be interpreted as hate speech by most annotators due to its use of the term 'racist' in a derogatory manner towards a political group. This can be seen as an assault on human dignity, as it generalizes and demeans individuals based on their political affiliation. The language is also offensive, contributing to a high likelihood of consensus among annotators that this constitutes hate speech. Therefore, the disagreement is expected to be low, with most annotators labeling it as hate speech.","The post 'Damn racist Republicans.......' is likely to be interpreted as hate speech by most annotators due to its use of the term 'racist' in a derogatory manner towards a political group. This can be seen as an assault on human dignity, as it generalizes and demeans individuals based on their political affiliation. The language is also offensive, contributing to a high likelihood of consensus among annotators that this constitutes hate speech. Therefore, the disagreement is expected to be low, with most annotators labeling it as hate speech.",1.0,0.4
149,18655,All these suicides by doorknob... could they actually be... MURDER KNOBS? https://www.youtube.com/watch?v=tEBDPAV3Yss,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is ambiguous and does not clearly fall into any of the hate speech categories. It makes a vague reference to 'suicides by doorknob' and suggests a conspiracy theory with the term 'MURDER KNOBS,' but it does not directly demean or degrade any group, call for violence, or use vulgar or offensive language. The post's content is more likely to be interpreted as a conspiracy theory or a dark joke rather than hate speech, leading to low disagreement among annotators.","The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It seems to be a reference to a conspiracy theory or a dark joke about suicides, which might be interpreted differently by individuals but does not clearly fit into the hate speech categories. Therefore, it is likely to have low disagreement among annotators, with most not classifying it as hate speech.",0.0,0.0
150,18950,"Thought I’d share the news that my science fiction alternate history conspiracy thriller, A Rambling Wreck,will be on sale for $0.99 for the next couple of weeks. https://amzn.to/2M5r6SS #scifi #GabBooks #GabBookClub #CLFA",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a promotional message about a book sale and does not contain any language or content that could be interpreted as hate speech. It does not demean or degrade any individuals or groups, nor does it incite violence or use vulgar or offensive language. Therefore, it is likely that all annotators would agree that this post is not hate speech, resulting in low disagreement.","The post is a straightforward promotional message about a book sale, specifically a science fiction alternate history conspiracy thriller. It includes a link to the book and relevant hashtags. There is no content in the post that could be interpreted as hate speech. It does not assault human dignity, call for violence, or use vulgar or offensive language. As such, it is unlikely to be classified as hate speech by any annotators, leading to a consensus of 'not hate speech' with low disagreement.",0.0,0.0
151,19255,Judicial Watch: Justice Department Discloses No #FISA Court Hearings Held on Carter Page Warrants. #RussiaGate #Treason https://www.judicialwatch.org/press-room/press-rel...,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a straightforward news update about the lack of FISA court hearings on Carter Page warrants, related to the RussiaGate investigation. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is factual and does not exhibit characteristics of hate speech. Therefore, it is likely to have low disagreement among annotators, as it does not fall into any hate speech categories.","The post is a factual statement about a legal matter concerning FISA court hearings and Carter Page, with hashtags related to RussiaGate and treason. It does not contain any elements that would typically be classified as hate speech, such as demeaning language, incitement to violence, or vulgarity. As such, it is unlikely to be considered hate speech by annotators, leading to a consensus of 'not hate speech' labels.",0.0,0.0
152,19316,There are enough black millionaires in South Africa. So why the unrest? I think its the local commies.  @alternative_right @anv @seamrog @arquatrix @KMGVictoria @TomKawszynski  https://businesstech.co.za/news/wealth/121059/blac...,0.6,"[0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0]","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]","The post makes a statement about black millionaires in South Africa and questions the cause of unrest, attributing it to 'local commies.' This could be interpreted as an assault on human dignity by implying that unrest is unjustified due to the presence of black millionaires, potentially minimizing systemic issues. However, it does not explicitly call for violence or use vulgar language. The ambiguity lies in the interpretation of the statement's intent and whether it is seen as dismissive or derogatory towards a racial group, leading to high disagreement among annotators.","The post questions the unrest in South Africa despite the presence of black millionaires, attributing it to 'local commies.' This statement could be seen as dismissive of systemic issues affecting black communities, potentially implying that economic success for some negates broader social struggles. The mention of 'local commies' could be interpreted as a political statement rather than a racial one, adding to the ambiguity. The post does not contain explicit vulgarity or calls for violence, but the interpretation of its intent regarding human dignity could vary, leading to high disagreement among annotators.",0.3333333333333333,0.26666666666666666
153,19317,The decline in free speech is our gravest threat  @alternative_right @ANV @seamrog @arquatrix  https://www.telegraph.co.uk/news/2018/08/30/twitte...,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post discusses the decline in free speech as a threat, which is a political opinion and does not inherently contain elements of hate speech. It does not demean or degrade any group, call for violence, or use vulgar or offensive language. The mention of specific Twitter handles does not change the nature of the content. Therefore, it is likely to be classified as not hate speech by most annotators, leading to low disagreement.","The post is a statement about the decline in free speech being a threat, which is a political opinion rather than hate speech. It does not contain any assaults on human dignity, calls for violence, or vulgar/offensive language. The mention of specific Twitter handles does not alter the nature of the content. As such, it is likely to be classified as not hate speech by most annotators, resulting in low disagreement.",0.0,0.0
154,20166,False dichotomy. There are way more options there. Or it could just be the prime example of the jews being probably the most persecuted people throughout history. Still dont understand how y'all hate them so much. ,0.4,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post discusses the historical persecution of Jews and questions the hatred towards them. It does not contain assaults on human dignity, calls for violence, or vulgarity/offensive language. The post seems to be more of a commentary on historical persecution rather than promoting hate speech. Therefore, it is likely to be classified as not hate speech by most annotators, leading to low disagreement.","The post does not contain any elements that would typically be classified as hate speech. It acknowledges the persecution of Jews and questions the rationale behind hating them. There is no demeaning language, incitement to violence, or use of offensive language. The post is more of a reflection on historical events and a critique of anti-Semitic attitudes. As such, it is unlikely to be considered hate speech by most annotators, resulting in low disagreement.",0.0,0.4
155,20315,So I saw #Skyscraper for you #GabFam. Now I have opinions about it. Here they are: https://youtu.be/jyWjSREb4kw,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a simple statement about watching a movie and sharing opinions about it. It does not contain any language or content that could be considered an assault on human dignity, a call for violence, or vulgar/offensive language. Therefore, it is unlikely to be classified as hate speech by any annotator, leading to low disagreement.","The post is straightforward and lacks any elements that could be interpreted as hate speech. It is a neutral statement about watching a movie and sharing opinions, without any offensive or harmful language. As such, it is expected that all annotators would agree that this post is not hate speech, resulting in a sequence of labels indicating no hate speech.",0.0,0.0
156,20982,A being of pure hate is as enraged by Brave browser using Google fonts on their website as they are about 100 million victims of communism. That is the degree of uncompromising fanaticism required to win.,0.4,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post uses hyperbolic language to describe a 'being of pure hate' and their reaction to two vastly different issues: the use of Google fonts and the victims of communism. The language is metaphorical and does not directly assault human dignity, call for violence, or use vulgar or offensive language. The post seems to be a critique of fanaticism rather than an expression of hate speech itself. Therefore, it is likely to be interpreted as not hate speech by most annotators, leading to low disagreement.","The post is metaphorical and hyperbolic, describing a 'being of pure hate' and their reaction to two different issues. It does not directly assault human dignity, call for violence, or use vulgar language. It critiques fanaticism rather than expressing hate speech. Likely interpreted as not hate speech, leading to low disagreement.",0.0,0.4
157,20988,I have no doubt that Little's customer satisfaction rating will exceed Gab's by at least an order of magnitude.,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a straightforward comparison of customer satisfaction ratings between two entities, Little and Gab. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is clear and lacks ambiguity, making it unlikely to be interpreted as hate speech. Therefore, there is likely to be low disagreement among annotators, with most classifying it as not hate speech.","The post is a simple statement comparing customer satisfaction ratings between two entities, Little and Gab. It does not contain any elements that would classify it as hate speech, such as demeaning language, incitement to violence, or offensive language. The statement is clear and lacks any ambiguity that could lead to different interpretations regarding hate speech. As a result, it is expected that annotators would largely agree that this post is not hate speech, leading to a sequence of labels predominantly consisting of 0s.",0.0,0.0
158,21699,Interesting that q means 'every' in the health field.  #WWG1WGA,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is ambiguous and lacks clear indicators of hate speech. It references 'q' and includes a hashtag '#WWG1WGA', which is associated with the QAnon conspiracy theory. However, the content itself does not directly assault human dignity, call for violence, or use vulgar or offensive language. The post's meaning is not explicit, and without additional context, it is unlikely to be classified as hate speech by most annotators. Therefore, the disagreement is expected to be low, with most annotators likely agreeing that it is not hate speech.","The post mentions 'q' and '#WWG1WGA', which are associated with the QAnon conspiracy theory. However, the content of the post itself does not contain any explicit hate speech elements such as assaults on human dignity, calls for violence, or vulgarity/offensive language. The post is vague and lacks context, making it unlikely to be classified as hate speech by most annotators. Therefore, the disagreement among annotators is expected to be low, with the majority likely agreeing that it is not hate speech.",0.0,0.0
159,21700,Mainstream Muslims on murder of gays! https://youtu.be/AkXfs8VDu2Q,0.625,"[0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","The post title 'Mainstream Muslims on murder of gays!' suggests a highly inflammatory and potentially hateful context. It implies that mainstream Muslims support or are involved in the murder of gay individuals, which is a serious accusation that can be seen as an assault on human dignity by demeaning a religious group. Additionally, the use of the word 'murder' in conjunction with a specific group can be interpreted as a call for violence or an endorsement of violence against another group, in this case, the LGBTQ+ community. The post is likely to be perceived as hate speech by most annotators due to its provocative and offensive nature, leading to low disagreement among annotators.","The post title 'Mainstream Muslims on murder of gays!' is highly provocative and suggests a narrative that could be interpreted as hate speech. It implies that mainstream Muslims are associated with or supportive of violence against gay individuals, which is a serious and inflammatory accusation. This can be seen as an assault on human dignity by demeaning a religious group and potentially inciting violence against another group, the LGBTQ+ community. The language used is likely to be perceived as offensive and hateful by most annotators, resulting in a consensus that the post constitutes hate speech. Therefore, the predicted sequence of labels is likely to be predominantly 1s, indicating that most annotators would classify this as hate speech.",1.0,0.375
160,21701,28 COPS (entire department) arrested for the assassination of a candidate for Mayor in Mexico!! CRAZY!  https://mexiconewsdaily.com/news/30-cops-detained-...,0.25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post reports on a news event involving the arrest of police officers in Mexico. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is straightforward and factual, which suggests that annotators would likely agree that it is not hate speech. Therefore, the disagreement level is low.","The post is a straightforward report of a news event involving the arrest of police officers in Mexico. It does not contain any elements that would typically be classified as hate speech, such as assaults on human dignity, calls for violence, or vulgar and offensive language. The language used is neutral and factual, focusing on the event itself without any derogatory or inflammatory commentary. Given the lack of hate speech elements, it is likely that annotators would agree that this post does not constitute hate speech, resulting in low disagreement among them. Therefore, the predicted sequence of labels is predominantly 0s, indicating that the post is not considered hate speech by most annotators.",0.0,0.25
161,21725,Great summary and analysis of what really happened from the Outer Light ,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post 'Great summary and analysis of what really happened from the Outer Light' does not contain any language or content that would be considered hate speech based on the aspects provided. It does not demean or degrade any individuals or groups, does not call for violence, and does not use vulgar or offensive language. The post is neutral and lacks any context that could be interpreted as hate speech. Therefore, it is likely to have low disagreement among annotators, with most agreeing that it is not hate speech.","The post is a simple statement praising a summary and analysis from a source called 'the Outer Light.' There is no indication of hate speech in terms of assaults on human dignity, calls for violence, or vulgarity and offensive language. The content is neutral and lacks any context that could be interpreted as hate speech. Therefore, it is likely to have low disagreement among annotators, with most agreeing that it is not hate speech. The predicted labels are [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0].",0.0,0.0
162,21759,Interesting group that I will continue to follow. We live 1/2 mile outside major city limits near major metro area. We only can get fixed wireless broadcast to a dish on our roof. No one will run fiber to our house. Lost service for a month this spring due to an antenna problem. Speed varies a lot and is inconsistent. Hard to run our businesses at home because of it.,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a personal account of internet connectivity issues faced by the author. It does not contain any language or content that could be interpreted as hate speech. There are no assaults on human dignity, calls for violence, or use of vulgar or offensive language. The content is straightforward and lacks ambiguity, leading to a likely consensus among annotators that it is not hate speech.","The post discusses internet connectivity issues faced by the author, mentioning their location and the challenges of running a business from home due to inconsistent internet service. There is no language or content that could be interpreted as hate speech. The post does not demean or degrade any individuals or groups, nor does it incite violence or use offensive language. It is a straightforward account of a personal experience, which is unlikely to be interpreted as hate speech by annotators. Therefore, the disagreement level is low, and the predicted labels are all 0, indicating that annotators would classify this post as not hate speech.",0.0,0.0
163,22037,Is it not a glorious sight to see the left freak out over the supreme justice retirement announcement? I ask you Morton Kondracke!,0.42857142857142855,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It appears to be a political commentary on the reaction to a Supreme Court justice's retirement announcement, which is a common topic of discussion in political discourse. The language used is not demeaning or degrading, nor does it incite violence or use offensive language. Therefore, it is likely to be classified as not hate speech by most annotators, resulting in low disagreement.","The post is a political commentary on the reaction to a Supreme Court justice's retirement announcement. It does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. The language used is not demeaning or degrading, nor does it incite violence or use offensive language. Therefore, it is likely to be classified as not hate speech by most annotators, resulting in low disagreement.",0.0,0.42857142857142855
164,22038,#MetalMonday  https://youtu.be/5a8nPCBXMo0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post simply includes a hashtag related to 'Metal Monday' and a YouTube link. There is no content in the post that suggests any form of hate speech, such as assaults on human dignity, calls for violence, or vulgarity/offensive language. The post is straightforward and lacks any context that could be interpreted as hate speech. Therefore, it is likely to have low disagreement among annotators, with most agreeing that it is not hate speech.","The post is a simple hashtag and a link to a YouTube video, likely related to music given the 'Metal Monday' hashtag. There is no language or content in the post itself that could be interpreted as hate speech. It does not demean or degrade any individuals or groups, nor does it incite violence or use offensive language. As such, it is expected that annotators would largely agree that this post is not hate speech, resulting in a sequence of labels indicating no hate speech.",0.0,0.0
