,ID,Text,Hate_pos,Opinions_LLM,Labels_LLM,Raw_output_LLM,Hate_pos_LLM,Hate_diff
179,20988,I have no doubt that Little's customer satisfaction rating will exceed Gab's by at least an order of magnitude.,0.0,"['The post is a simple comparison of customer satisfaction ratings and does not contain any hate speech elements.', 'The post does not demean or degrade any individual or group based on protected characteristics.', 'There is no call for violence or encouragement of physical harm in the post.', 'The language used in the post is neutral and lacks any vulgarity or offensive language.', 'The post is focused on business performance and does not address any social or political issues.', 'The post does not target any specific group or individual with derogatory language.', 'The post is likely to be interpreted as a business-related opinion rather than hate speech.', 'There is no evidence of intent to harm or incite hatred against any group in the post.', 'The post does not contain any slurs or discriminatory language.', 'The post is unlikely to be considered hate speech by most annotators due to its neutral tone.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a straightforward comparison of customer satisfaction ratings between two entities, Little and Gab. It does not contain any elements that would typically be classified as hate speech. The language is neutral, and there is no indication of demeaning or degrading language, calls for violence, or use of vulgar or offensive language. The focus is on business performance, and there is no targeting of individuals or groups based on protected characteristics. As such, the post is unlikely to be considered hate speech by annotators, resulting in a consensus of non-hate speech labels.",0.0,0.0
180,20990,"I've been proposing a FEED SETTINGS toggle for some time. It would just display comments as old style replies, de-contexed from the wall of filthy vomit. But the grifter @a  has such a deep pathological hatred for OG users that I postulate that comments are designed to DRIVE US OFF. It won't work. I will plague this fucker to infinity and beyond.",1.0,"[""The post uses offensive language like 'filthy vomit' and 'fucker', which could be seen as vulgar but not necessarily hate speech."", 'The post expresses a strong dislike for a specific individual, but it does not target a protected group, so it may not be considered hate speech.', ""The use of the term 'grifter' could be interpreted as an insult, but it does not constitute hate speech as it is not based on a protected characteristic."", 'The post does not call for violence or physical harm against any individual or group, so it may not be considered hate speech.', ""The post's language is aggressive and confrontational, but it lacks elements of hate speech as it does not demean a protected group."", 'The post could be seen as a personal attack on an individual, but it does not meet the criteria for hate speech as it does not involve a protected characteristic.', ""The post's mention of 'pathological hatred' is directed at an individual, not a group, and does not constitute hate speech."", ""The post's intent seems to be to criticize a platform or individual rather than to incite hate against a group, so it may not be hate speech."", ""The post's language is offensive, but it is more of a personal vendetta than hate speech against a group."", 'The post does not exhibit any clear signs of hate speech as it lacks demeaning language towards a protected group.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post contains offensive language and personal attacks, but it does not target a protected group or incite violence, which are key elements of hate speech. Therefore, it is likely to be labeled as non-hate speech by annotators.",0.0,1.0
181,21699,Interesting that q means 'every' in the health field.  #WWG1WGA,0.0,"[""The post uses a hashtag associated with conspiracy theories, which may indirectly promote harmful ideologies, but it doesn't explicitly contain hate speech."", ""The post does not contain any direct assaults on human dignity, as it doesn't target any specific group or individual."", ""There is no call for violence in the post, as it doesn't encourage or incite physical harm against anyone."", 'The language used in the post is not vulgar or offensive, as it lacks profanity or slurs.', 'The hashtag #WWG1WGA is linked to a controversial movement, which some may view as promoting hate, but the post itself is neutral in tone.', ""The post could be seen as spreading misinformation, which might indirectly support harmful narratives, but it doesn't meet the criteria for hate speech."", ""The post's reference to 'q' could be interpreted as a nod to a conspiracy theory, but it doesn't explicitly attack any group or individual."", 'The post is ambiguous and lacks context, making it difficult to definitively categorize as hate speech.', ""The post's content is more cryptic than hateful, as it doesn't clearly express any derogatory or harmful sentiments."", ""The post might be interpreted as supportive of a movement with controversial views, but it doesn't directly express hate speech.""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post in question does not explicitly contain hate speech based on the three aspects provided. It references a hashtag associated with conspiracy theories, which may indirectly promote harmful ideologies, but the post itself is neutral and lacks direct attacks on any group or individual. There is no call for violence, vulgarity, or offensive language present. The ambiguity and lack of context make it difficult to definitively categorize as hate speech, leading to a consensus of non-hate speech labels.",0.0,0.0
182,21700,Mainstream Muslims on murder of gays! https://youtu.be/AkXfs8VDu2Q,0.625,"['The post may be seen as demeaning to Muslims by suggesting they support violence against gays, which could be considered an assault on human dignity.', 'The post could be interpreted as a call for violence by implying that Muslims condone murder, which is a serious accusation.', ""The use of the term 'mainstream Muslims' might be seen as a generalization that unfairly targets a religious group, potentially constituting hate speech."", 'The post does not contain explicit vulgarity or offensive language, so it might not be considered hate speech based on language alone.', 'The post could be seen as spreading harmful stereotypes about Muslims, which might be considered an assault on human dignity.', 'Some might view the post as a critique of certain interpretations of Islam, rather than hate speech, focusing on religious discourse.', 'The post could be interpreted as inciting fear or hatred towards Muslims by associating them with violence, which could be seen as hate speech.', 'The post might be seen as a commentary on a specific issue without intending to demean or incite violence, thus not hate speech.', 'The post could be perceived as inflammatory and provocative, potentially leading to social division, which might be considered hate speech.', 'The post might be seen as an attempt to discuss a controversial topic without clear intent to harm, thus not hate speech.']","[1, 1, 1, 0, 1, 0, 1, 0, 1, 0]","1. The post may be seen as demeaning to Muslims by suggesting they support violence against gays, which could be considered an assault on human dignity. (Label: 1)
2. The post could be interpreted as a call for violence by implying that Muslims condone murder, which is a serious accusation. (Label: 1)
3. The use of the term 'mainstream Muslims' might be seen as a generalization that unfairly targets a religious group, potentially constituting hate speech. (Label: 1)
4. The post does not contain explicit vulgarity or offensive language, so it might not be considered hate speech based on language alone. (Label: 0)
5. The post could be seen as spreading harmful stereotypes about Muslims, which might be considered an assault on human dignity. (Label: 1)
6. Some might view the post as a critique of certain interpretations of Islam, rather than hate speech, focusing on religious discourse. (Label: 0)
7. The post could be interpreted as inciting fear or hatred towards Muslims by associating them with violence, which could be seen as hate speech. (Label: 1)
8. The post might be seen as a commentary on a specific issue without intending to demean or incite violence, thus not hate speech. (Label: 0)
9. The post could be perceived as inflammatory and provocative, potentially leading to social division, which might be considered hate speech. (Label: 1)
10. The post might be seen as an attempt to discuss a controversial topic without clear intent to harm, thus not hate speech. (Label: 0)",0.6,0.025000000000000022
183,21701,28 COPS (entire department) arrested for the assassination of a candidate for Mayor in Mexico!! CRAZY!  https://mexiconewsdaily.com/news/30-cops-detained-...,0.25,"['The post is simply reporting a news event without any hate speech elements.', ""The post uses the word 'assassination,' which could be seen as inciting violence, but it is used in a factual context."", ""The use of 'CRAZY!' could be interpreted as sensationalizing the event, but it does not constitute hate speech."", 'The post does not target any specific group based on race, ethnicity, gender, religion, or sexual orientation.', 'The post does not contain any vulgar or offensive language directed at individuals or groups.', 'The post could be seen as critical of law enforcement, but it does not degrade or demean them based on protected characteristics.', 'The post might be interpreted as highlighting corruption, but it does not call for violence against any group.', 'The post does not incite violence or encourage harm against any individuals or groups.', 'The post could be seen as spreading awareness about a serious issue without any hate speech intent.', 'The post is neutral in tone and does not exhibit any characteristics of hate speech.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a straightforward report of a news event involving the arrest of police officers in Mexico. It does not contain elements that would typically be classified as hate speech. The language used is factual and does not incite violence, use offensive language, or demean any group based on protected characteristics. Therefore, the opinions reflect a consensus that the post is not hate speech, resulting in a consistent labeling of 0 for non-hate speech.",0.0,0.25
184,21725,Great summary and analysis of what really happened from the Outer Light ,0.0,"['The post is neutral and does not contain any hate speech elements.', 'The post does not demean or degrade any individual or group based on protected characteristics.', 'There is no call for violence or encouragement of physical harm in the post.', 'The post does not contain any vulgar or offensive language.', 'The post is simply sharing an opinion or analysis and does not target any group.', 'The post lacks context that would suggest it is hate speech.', 'The post could be interpreted as promoting a specific viewpoint, but not in a hateful manner.', 'The post does not exhibit any characteristics of hate speech as defined by the aspects provided.', 'The post is likely to be interpreted as non-hate speech by most annotators.', 'The post is straightforward and unlikely to cause disagreement among annotators.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post ""Great summary and analysis of what really happened from the Outer Light"" does not exhibit any characteristics of hate speech based on the aspects provided. It is neutral, lacks offensive language, does not demean any group, and does not call for violence. Therefore, it is likely to be labeled as non-hate speech by annotators.",0.0,0.0
185,21759,Interesting group that I will continue to follow. We live 1/2 mile outside major city limits near major metro area. We only can get fixed wireless broadcast to a dish on our roof. No one will run fiber to our house. Lost service for a month this spring due to an antenna problem. Speed varies a lot and is inconsistent. Hard to run our businesses at home because of it.,0.0,"['The post is a personal complaint about internet service and does not contain any hate speech elements.', 'The post does not demean or degrade any individuals or groups based on protected characteristics.', 'There is no call for violence or encouragement of physical harm in the post.', 'The language used in the post is neutral and does not contain vulgarity or offensive language.', 'The post focuses on technical issues with internet service and lacks any hate speech content.', 'The post is a straightforward account of internet service issues and does not target any group or individual.', 'There is no evidence of assaults on human dignity in the post.', 'The post does not incite violence or use slurs, indicating it is not hate speech.', 'The post is a typical customer service complaint and does not exhibit hate speech characteristics.', 'The post is unlikely to be interpreted as hate speech by most annotators due to its focus on internet service issues.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a complaint about internet service issues and does not contain any elements of hate speech. It does not demean or degrade any individuals or groups, nor does it incite violence or use offensive language. The focus is on technical problems with internet service, making it unlikely to be interpreted as hate speech by annotators.",0.0,0.0
186,22037,Is it not a glorious sight to see the left freak out over the supreme justice retirement announcement? I ask you Morton Kondracke!,0.42857142857142855,"['The post is mocking a political group, but it does not target any protected characteristic, so it is not hate speech.', 'The post is expressing a political opinion and does not contain any vulgar or offensive language, so it is not hate speech.', 'The post does not call for violence or harm against any individual or group, so it is not hate speech.', 'The post could be seen as demeaning to those on the political left, but it does not target a protected characteristic, so it is not hate speech.', 'The post is sarcastic and may be offensive to some, but it does not meet the criteria for hate speech.', 'The post is a political commentary and does not degrade individuals based on race, ethnicity, gender, or other protected characteristics, so it is not hate speech.', 'The post is not using any slurs or profanity, so it is not hate speech.', 'The post is a reaction to a political event and does not incite violence, so it is not hate speech.', 'The post may be seen as divisive, but it does not constitute hate speech as it lacks elements of demeaning or degrading language based on protected characteristics.', 'The post is a form of political expression and does not fall under the category of hate speech.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a political commentary on a judicial retirement announcement and does not contain elements that typically constitute hate speech, such as demeaning language based on protected characteristics, calls for violence, or vulgarity. It is likely to be categorized as non-hate speech by annotators.",0.0,0.42857142857142855
187,22038,#MetalMonday  https://youtu.be/5a8nPCBXMo0,0.0,"['The post is simply sharing a music video link and does not contain any hate speech elements.', 'The hashtag #MetalMonday suggests the post is about music, likely heavy metal, which is not inherently hateful.', 'There is no offensive language or slurs in the post, indicating it is not hate speech.', 'The post does not target any individual or group, so it does not assault human dignity.', 'The post does not call for violence or incite harm against anyone.', 'The content of the post is neutral and does not express any negative sentiment towards any group.', 'The post is likely intended for entertainment purposes, focusing on music rather than hate speech.', 'The lack of context or additional commentary makes it difficult to interpret as hate speech.', 'The post does not mention any race, ethnicity, gender, religion, or sexual orientation, thus not targeting protected characteristics.', 'The post is a simple promotion of a music video and does not engage in any form of hate speech.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a straightforward promotion of a music video, likely related to the heavy metal genre, as indicated by the hashtag #MetalMonday. There is no language or content in the post that suggests hate speech. It does not demean or degrade any individuals or groups, nor does it incite violence or use offensive language. The post is neutral and appears to be intended for entertainment purposes, focusing on music rather than any form of hate speech. Given the lack of context or additional commentary, it is unlikely to be interpreted as hate speech by annotators.",0.0,0.0
188,22050,"People like this need put down, euthanized. Not just thrown into prison for us to pay for their food and care for decades. https://www.breitbart.com/texas/2018/07/13/texas-m... #MAGA #Trump ##GabFam",0.5714285714285714,"['The post suggests euthanizing people, which is a call for violence and dehumanizes individuals, thus constituting hate speech.', ""The use of the phrase 'put down' is a metaphor for killing, which incites violence against certain individuals or groups, qualifying as hate speech."", 'The post does not specify a particular group or characteristic, so it may not be targeting a protected group, potentially not hate speech.', 'The language used is aggressive and demeaning, suggesting a lack of human dignity, which could be considered hate speech.', ""The post's reference to 'us paying for their food and care' implies a devaluation of certain lives, which can be seen as an assault on human dignity, thus hate speech."", 'The post uses violent imagery but lacks specific targeting of a protected group, leading to ambiguity in classifying it as hate speech.', 'The hashtags used (#MAGA, #Trump, #GabFam) suggest a political context that might influence interpretation, possibly reducing the perception of hate speech.', ""The post's suggestion of euthanasia is extreme and violent, which many would classify as hate speech regardless of context."", 'The post could be interpreted as a hyperbolic expression of frustration rather than a literal call for violence, potentially not hate speech.', ""The post's language is offensive and promotes harm, which aligns with hate speech criteria.""]","[1, 1, 0, 1, 1, 0, 0, 1, 0, 1]","1. The post suggests euthanizing people, which is a call for violence and dehumanizes individuals, thus constituting hate speech.
2. The use of the phrase 'put down' is a metaphor for killing, which incites violence against certain individuals or groups, qualifying as hate speech.
3. The post does not specify a particular group or characteristic, so it may not be targeting a protected group, potentially not hate speech.
4. The language used is aggressive and demeaning, suggesting a lack of human dignity, which could be considered hate speech.
5. The post's reference to 'us paying for their food and care' implies a devaluation of certain lives, which can be seen as an assault on human dignity, thus hate speech.
6. The post uses violent imagery but lacks specific targeting of a protected group, leading to ambiguity in classifying it as hate speech.
7. The hashtags used (#MAGA, #Trump, #GabFam) suggest a political context that might influence interpretation, possibly reducing the perception of hate speech.
8. The post's suggestion of euthanasia is extreme and violent, which many would classify as hate speech regardless of context.
9. The post could be interpreted as a hyperbolic expression of frustration rather than a literal call for violence, potentially not hate speech.
10. The post's language is offensive and promotes harm, which aligns with hate speech criteria.",0.6,0.02857142857142858
189,22051,What’s appalling is if the parents aborted their twins at 7months of pregnancy it would have been legal Mindlessly pray that the underdeveloped lungs work and they get prison time #Trump #Abortion #SCOTUS https://www.buzzfeed.com/tasneemnashrulla/religiou...,0.14285714285714285,"['The post criticizes abortion laws but does not target any specific group, so it may not be considered hate speech.', ""The use of the term 'mindlessly pray' could be seen as offensive to religious individuals, but it does not constitute hate speech."", 'The post expresses a strong opinion on abortion, which is a controversial topic, but it does not incite violence or use vulgar language.', 'The hashtag #Trump may suggest a political bias, but the post itself does not contain hate speech.', 'The post could be interpreted as demeaning to those who support abortion rights, but it does not explicitly attack them based on protected characteristics.', ""The mention of 'prison time' could be seen as a call for legal action rather than violence, so it is not hate speech."", ""The post's focus on legal aspects of abortion does not align with the typical characteristics of hate speech."", 'The post does not use slurs or offensive language directed at any group, so it is unlikely to be considered hate speech.', ""The post's criticism of abortion laws may be seen as a political opinion rather than hate speech."", 'The post does not degrade individuals based on race, ethnicity, gender, or other protected characteristics, so it is not hate speech.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post primarily discusses the legality of abortion and expresses a strong opinion on the topic. While it may be controversial and offensive to some, it does not meet the criteria for hate speech as it does not target individuals or groups based on protected characteristics, incite violence, or use vulgar language.",0.0,0.14285714285714285
190,22092,Democratic US House candidate faces accusations of threatening GOP lawmaker in Facebook message https://www.theblaze.com/news/2018/09/26/democratic-us-house-candidate-faces-accusations-of-threatening-gop-lawmaker-in-facebook-message via @theblaze,0.4,"['The post is simply reporting a news event and does not contain hate speech.', 'The post could be seen as inciting violence if the accusation of threatening is true and the message is shared widely.', 'The post does not use vulgar or offensive language, so it is not hate speech.', 'The post might be considered hate speech if it is perceived as supporting or justifying the alleged threat.', 'The post is neutral and factual, thus not hate speech.', 'The post could be interpreted as hate speech if it is seen as targeting a political group with hostility.', 'The post is a straightforward news report and does not demean any individual or group.', 'The post might be seen as hate speech if it is perceived as encouraging hostility towards the Democratic candidate.', 'The post does not call for violence directly, so it is not hate speech.', 'The post could be seen as non-hate speech as it does not explicitly assault human dignity.']","[0, 1, 0, 1, 0, 1, 0, 1, 0, 0]","1. The post is simply reporting a news event and does not contain hate speech. (Label: 0)
2. The post could be seen as inciting violence if the accusation of threatening is true and the message is shared widely. (Label: 1)
3. The post does not use vulgar or offensive language, so it is not hate speech. (Label: 0)
4. The post might be considered hate speech if it is perceived as supporting or justifying the alleged threat. (Label: 1)
5. The post is neutral and factual, thus not hate speech. (Label: 0)
6. The post could be interpreted as hate speech if it is seen as targeting a political group with hostility. (Label: 1)
7. The post is a straightforward news report and does not demean any individual or group. (Label: 0)
8. The post might be seen as hate speech if it is perceived as encouraging hostility towards the Democratic candidate. (Label: 1)
9. The post does not call for violence directly, so it is not hate speech. (Label: 0)
10. The post could be seen as non-hate speech as it does not explicitly assault human dignity. (Label: 0)",0.4,0.0
191,22177,LOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOLLOLOLOLOLOL,0.0,"['The post is just a string of laughter and does not contain any hate speech elements.', 'There is no offensive language or slurs present in the post.', 'The post does not target any individual or group based on protected characteristics.', 'There is no call for violence or incitement to harm in the post.', 'The post is nonsensical and lacks any coherent message that could be interpreted as hate speech.', 'The repetitive nature of the post suggests it is meant to be humorous rather than harmful.', 'Without context, the post appears to be harmless and not directed at anyone.', 'The post does not degrade or demean any individual or group.', 'The post is unlikely to be interpreted as hate speech by most annotators.', 'The post is devoid of any content that could be considered vulgar or offensive.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post consists entirely of repeated 'LOLOLOLOLOL' and does not contain any language or content that could be classified as hate speech. It lacks any coherent message, offensive language, or calls for violence. Therefore, it is unlikely to be considered hate speech by annotators.",0.0,0.0
192,22178,"Man - part animal, part god. Some more god than animal, others more animal than god.",0.4,"['The post uses metaphorical language and does not target any specific group, so it is not hate speech.', ""The post could be interpreted as demeaning if 'animal' is seen as a derogatory term for certain groups, but it lacks specificity."", 'The post does not call for violence or harm against any group, so it is not hate speech.', 'The language used in the post is not vulgar or offensive, so it is not hate speech.', 'The post could be seen as philosophical or abstract, discussing human nature rather than targeting specific groups.', 'The post does not mention any protected characteristics such as race, gender, or religion, so it is not hate speech.', ""The metaphor of 'animal' and 'god' could be seen as offensive if interpreted as a hierarchy, but it is not explicit."", 'The post lacks context that would make it clear hate speech, leading to potential disagreement among annotators.', 'The post could be interpreted as a commentary on human behavior, not as hate speech.', 'The post does not degrade or demean any specific individual or group, so it is not hate speech.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post ""Man - part animal, part god. Some more god than animal, others more animal than god."" is assessed based on the aspects of hate speech:

1. Assaults on Human Dignity: The post uses metaphorical language and does not target any specific group, so it is not hate speech.
2. Calls for Violence: The post does not call for violence or harm against any group, so it is not hate speech.
3. Vulgarity and/or Offensive Language: The language used in the post is not vulgar or offensive, so it is not hate speech.

Opinions:
1. The post uses metaphorical language and does not target any specific group, so it is not hate speech.
2. The post could be interpreted as demeaning if 'animal' is seen as a derogatory term for certain groups, but it lacks specificity.
3. The post does not call for violence or harm against any group, so it is not hate speech.
4. The language used in the post is not vulgar or offensive, so it is not hate speech.
5. The post could be seen as philosophical or abstract, discussing human nature rather than targeting specific groups.
6. The post does not mention any protected characteristics such as race, gender, or religion, so it is not hate speech.
7. The metaphor of 'animal' and 'god' could be seen as offensive if interpreted as a hierarchy, but it is not explicit.
8. The post lacks context that would make it clear hate speech, leading to potential disagreement among annotators.
9. The post could be interpreted as a commentary on human behavior, not as hate speech.
10. The post does not degrade or demean any specific individual or group, so it is not hate speech.

Labels:
1. 0
2. 0
3. 0
4. 0
5. 0
6. 0
7. 0
8. 0
9. 0
10. 0",0.0,0.4
193,22179,"American society should restore its historic Freedom of Association modus vivendi, with a new proviso that each side not prevent, interfere with or sabotage the other in setting up or running their exclusive systems or operations.",0.0,"[""The post advocates for segregation based on 'Freedom of Association,' which could be seen as an assault on human dignity by promoting exclusion based on race or other characteristics."", 'The post does not explicitly call for violence or use offensive language, so it may not be considered hate speech.', ""The post's suggestion of 'exclusive systems or operations' could imply support for discriminatory practices, which might be interpreted as hate speech."", 'The post could be seen as a historical reference to past societal norms without any intent to harm, thus not hate speech.', ""The post's language is ambiguous and could be interpreted in multiple ways, leading to high disagreement among annotators."", 'The post could be interpreted as advocating for peaceful coexistence through mutual non-interference, which is not hate speech.', ""The post's reference to 'exclusive systems' might be seen as a coded language for racial segregation, which is hate speech."", 'The post does not contain vulgarity or slurs, which might lead some to label it as non-hate speech.', 'The post could be seen as promoting a form of social organization that respects individual choices, not necessarily hate speech.', ""The post's historical context might be interpreted as a critique of current societal norms, rather than an endorsement of hate speech.""]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]","1. The post advocates for segregation based on 'Freedom of Association,' which could be seen as an assault on human dignity by promoting exclusion based on race or other characteristics. (Label: 1)
2. The post does not explicitly call for violence or use offensive language, so it may not be considered hate speech. (Label: 0)
3. The post's suggestion of 'exclusive systems or operations' could imply support for discriminatory practices, which might be interpreted as hate speech. (Label: 1)
4. The post could be seen as a historical reference to past societal norms without any intent to harm, thus not hate speech. (Label: 0)
5. The post's language is ambiguous and could be interpreted in multiple ways, leading to high disagreement among annotators. (Label: 0)
6. The post could be interpreted as advocating for peaceful coexistence through mutual non-interference, which is not hate speech. (Label: 0)
7. The post's reference to 'exclusive systems' might be seen as a coded language for racial segregation, which is hate speech. (Label: 1)
8. The post does not contain vulgarity or slurs, which might lead some to label it as non-hate speech. (Label: 0)
9. The post could be seen as promoting a form of social organization that respects individual choices, not necessarily hate speech. (Label: 0)
10. The post's historical context might be interpreted as a critique of current societal norms, rather than an endorsement of hate speech. (Label: 0)",0.3,0.3
194,22205,Online now only those who are horny in Sarah Palin.,0.4,"['The post is a crude comment but does not target any protected group, so it is not hate speech.', 'The post uses vulgar language but does not incite violence or demean a group, so it is not hate speech.', 'The post is offensive due to its sexual nature but does not constitute hate speech as it does not target a protected characteristic.', 'The post could be seen as objectifying Sarah Palin, but it does not degrade her based on a protected characteristic, so it is not hate speech.', 'The post is inappropriate and disrespectful but does not meet the criteria for hate speech.', 'The post is a personal attack on Sarah Palin but lacks elements of hate speech as it does not target her based on a protected characteristic.', 'The post is distasteful and uses sexual innuendo but does not incite violence or hate against a group.', 'The post is an example of poor taste and vulgarity but does not qualify as hate speech.', 'The post is disrespectful towards Sarah Palin but does not constitute hate speech as it lacks demeaning language based on protected characteristics.', 'The post is a crude joke that may be offensive but does not meet the threshold for hate speech.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post in question does not appear to meet the criteria for hate speech based on the aspects provided. It is vulgar and potentially offensive, but it does not target a protected group or characteristic, nor does it incite violence. Therefore, the consensus among the opinions is that it is not hate speech.",0.0,0.4
195,22239,Justifying the use of the word 'monkey' is just playing by the Left's rules. They  should apologize for playing the race card so often that it's worn out.,0.6,"[""The post uses the word 'monkey' which can be a racial slur, potentially demeaning individuals based on race."", ""The post criticizes the Left for using the 'race card,' which could be seen as dismissing legitimate concerns about racism."", 'The post does not directly call for violence or physical harm against any group or individual.', 'The language used in the post is not overtly vulgar or offensive, though it may be considered insensitive.', 'The post could be interpreted as a critique of political correctness rather than an endorsement of hate speech.', ""The post's use of 'monkey' could be seen as racially insensitive, but not necessarily hate speech if not directed at a specific group."", 'The post implies that concerns about racism are exaggerated, which could be seen as undermining efforts to address racial issues.', 'The post does not explicitly demean or degrade a specific individual or group, focusing instead on political commentary.', ""The post's language may be seen as provocative but not necessarily crossing into hate speech territory."", 'The post could be interpreted as defending free speech against perceived overreach by the Left.']","[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","Opinions:
1. The post uses the word 'monkey' which can be a racial slur, potentially demeaning individuals based on race.
2. The post criticizes the Left for using the 'race card,' which could be seen as dismissing legitimate concerns about racism.
3. The post does not directly call for violence or physical harm against any group or individual.
4. The language used in the post is not overtly vulgar or offensive, though it may be considered insensitive.
5. The post could be interpreted as a critique of political correctness rather than an endorsement of hate speech.
6. The post's use of 'monkey' could be seen as racially insensitive, but not necessarily hate speech if not directed at a specific group.
7. The post implies that concerns about racism are exaggerated, which could be seen as undermining efforts to address racial issues.
8. The post does not explicitly demean or degrade a specific individual or group, focusing instead on political commentary.
9. The post's language may be seen as provocative but not necessarily crossing into hate speech territory.
10. The post could be interpreted as defending free speech against perceived overreach by the Left.

Labels:
1. 1
2. 1
3. 0
4. 0
5. 0
6. 0
7. 1
8. 0
9. 0
10. 0",0.3,0.3
196,22240,"Why aren't Democrats holding rallies to compete with Trump's massive cheering crowds? Two reasons, in my opinion:   1.They keep telling themselves, and everyone else, that rallies don't matter. To do so would be admitting that they do matter, and playing by his rules.   2.They have no one on their side that can draw a crowd like he can. They don't want be embarrassed, and exposed by tryin...",0.6,"['The post is a political commentary and does not contain hate speech as it does not demean any group based on protected characteristics.', 'The post does not call for violence or incite harm against any group, so it is not hate speech.', 'The language used in the post is not vulgar or offensive, indicating it is not hate speech.', 'The post critiques political strategy rather than attacking individuals or groups, suggesting it is not hate speech.', 'The post does not target any specific race, ethnicity, gender, or religion, so it is not hate speech.', 'The post is a subjective opinion on political rallies and does not degrade human dignity, thus not hate speech.', 'The post does not use slurs or derogatory language, indicating it is not hate speech.', 'The post is focused on political events and does not involve hate speech elements.', 'The post does not exhibit any form of assault on human dignity, so it is not hate speech.', 'The post is a political analysis and lacks elements of hate speech.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a political commentary on the differences in rally strategies between Democrats and Trump supporters. It does not contain any elements that would classify it as hate speech based on the aspects provided. The opinions generated reflect a consensus that the post is not hate speech, as it does not demean, incite violence, or use offensive language. Therefore, all labels are 0, indicating non-hate speech.",0.0,0.6
197,22309,The legal tangle around the Trans-Mountain pipeline approval process https://quotulatiousness.ca/blog/2018/09/01/the-le...,0.0,"['The post is a neutral discussion about a legal issue and does not contain hate speech.', 'The post does not demean or degrade any group based on protected characteristics.', 'The post does not incite or encourage violence against any group.', 'The post does not contain vulgarity or offensive language.', 'The post is focused on a legal and environmental topic, not on attacking any group.', 'The post could be seen as controversial due to the topic but does not constitute hate speech.', 'The post is informative and does not target any specific group with hate.', 'The post is a factual report on a legal matter and lacks any hate speech elements.', 'The post does not use any slurs or derogatory terms.', 'The post is unlikely to be interpreted as hate speech by most readers.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post titled ""The legal tangle around the Trans-Mountain pipeline approval process"" appears to be a discussion or report on a legal and environmental issue. Based on the content provided, it does not seem to exhibit any characteristics of hate speech. Here are ten plausible opinions that annotators might have:

1. The post is a neutral discussion about a legal issue and does not contain hate speech.
2. The post does not demean or degrade any group based on protected characteristics.
3. The post does not incite or encourage violence against any group.
4. The post does not contain vulgarity or offensive language.
5. The post is focused on a legal and environmental topic, not on attacking any group.
6. The post could be seen as controversial due to the topic but does not constitute hate speech.
7. The post is informative and does not target any specific group with hate.
8. The post is a factual report on a legal matter and lacks any hate speech elements.
9. The post does not use any slurs or derogatory terms.
10. The post is unlikely to be interpreted as hate speech by most readers.

Based on these opinions, the corresponding labels would be 0 for each, indicating non-hate speech.",0.0,0.0
